RBP,Cell & tissue typeHepG2K562,RBS location,Score,PhastCons score,PhyloP score,Transcript ID,Data accession,Overexpression Info
DDX55,K562,chr19:55407633-55407690;-,24.542,0.719,0.836,ENST00000587845,ENCODE,No
DDX55,K562,chr19:55407633-55407690;-,24.542,0.719,0.836,ENST00000589978,ENCODE,No
DDX55,K562,chr19:55407633-55407690;-,24.542,0.719,0.836,ENST00000264552,ENCODE,No
PABPC4,K562,chr19:55401571-55401618;-,23.154,0.2,0.675,ENST00000264552,ENCODE,No
DROSHA,K562,chr19:55407699-55407759;-,22.36,0.079,-0.145,ENST00000589978,ENCODE,No
DROSHA,K562,chr19:55407699-55407759;-,22.36,0.079,-0.145,ENST00000264552,ENCODE,No
AQR,K562,chr19:55407494-55407536;-,21.015,0.019,0.212,ENST00000264552,ENCODE,No
AQR,K562,chr19:55407494-55407536;-,21.015,0.019,0.212,ENST00000587845,ENCODE,No
AQR,K562,chr19:55407494-55407536;-,21.015,0.019,0.212,ENST00000589978,ENCODE,No
GEMIN5,K562,chr19:55401521-55401571;-,20.428,0.518,1.416,ENST00000264552,ENCODE,No
GEMIN5,K562,chr19:55407625-55407688;-,20.263,0.715,0.856,ENST00000587845,ENCODE,No
GEMIN5,K562,chr19:55407625-55407688;-,20.263,0.715,0.856,ENST00000589978,ENCODE,No
GEMIN5,K562,chr19:55407625-55407688;-,20.263,0.715,0.856,ENST00000264552,ENCODE,No
EFTUD2,K562,chr19:55407424-55407484;-,19.879,0.002,-0.198,ENST00000264552,ENCODE,No
EFTUD2,K562,chr19:55407424-55407484;-,19.879,0.002,-0.198,ENST00000587845,ENCODE,No
EFTUD2,K562,chr19:55407424-55407484;-,19.879,0.002,-0.198,ENST00000589978,ENCODE,No
YBX3,K562,chr19:55404451-55404455;-,17.121,0.755,4.176,ENST00000264552,ENCODE,No
YBX3,K562,chr19:55404451-55404455;-,17.121,0.755,4.176,ENST00000587845,ENCODE,No
NCBP2,K562,chr19:55407706-55407774;-,16.815,0.035,-0.222,ENST00000264552,ENCODE,No
RBM15,K562,chr19:55401513-55401589;-,16.647,0.471,1.468,ENST00000264552,ENCODE,No
PRPF8,K562,chr19:55407412-55407583;-,16.428,0.022,-0.074,ENST00000264552,ENCODE,No
PRPF8,K562,chr19:55407412-55407583;-,16.428,0.022,-0.074,ENST00000587845,ENCODE,No
PRPF8,K562,chr19:55407412-55407583;-,16.428,0.022,-0.074,ENST00000589978,ENCODE,No
YBX3,K562,chr19:55404455-55404463;-,16.187,0.718,4.303,ENST00000264552,ENCODE,No
YBX3,K562,chr19:55404455-55404463;-,16.187,0.718,4.303,ENST00000587845,ENCODE,No
BUD13,K562,chr19:55407489-55407560;-,16.133,0.011,-0.008,ENST00000264552,ENCODE,No
BUD13,K562,chr19:55407489-55407560;-,16.133,0.011,-0.008,ENST00000587845,ENCODE,No
BUD13,K562,chr19:55407489-55407560;-,16.133,0.011,-0.008,ENST00000589978,ENCODE,No
AQR,K562,chr19:55404242-55404280;-,15.13,0.006,-0.154,ENST00000264552,ENCODE,No
AQR,K562,chr19:55404242-55404280;-,15.13,0.006,-0.154,ENST00000587845,ENCODE,No
AQR,K562,chr19:55404242-55404280;-,15.13,0.006,-0.154,ENST00000589978,ENCODE,No
AQR,K562,chr19:55406754-55406814;-,14.428,0.136,0.127,ENST00000264552,ENCODE,No
AQR,K562,chr19:55406754-55406814;-,14.428,0.136,0.127,ENST00000587845,ENCODE,No
AQR,K562,chr19:55406754-55406814;-,14.428,0.136,0.127,ENST00000589978,ENCODE,No
RPS3,K562,chr19:55407698-55407773;-,13.906,0.064,-0.149,ENST00000264552,ENCODE,No
DROSHA,K562,chr19:55407689-55407759;-,12.87,0.144,-0.021,ENST00000589978,ENCODE,No
DROSHA,K562,chr19:55407689-55407759;-,12.87,0.144,-0.021,ENST00000264552,ENCODE,No
AQR,K562,chr19:55407533-55407586;-,12.785,0.107,-0.038,ENST00000264552,ENCODE,No
AQR,K562,chr19:55407533-55407586;-,12.785,0.107,-0.038,ENST00000587845,ENCODE,No
AQR,K562,chr19:55407533-55407586;-,12.785,0.107,-0.038,ENST00000589978,ENCODE,No
PTBP1,K562,chr19:55403449-55403525;-,12.767,0.007,-0.098,ENST00000264552,ENCODE,No
PTBP1,K562,chr19:55403449-55403525;-,12.767,0.007,-0.098,ENST00000587845,ENCODE,No
PTBP1,K562,chr19:55403449-55403525;-,12.767,0.007,-0.098,ENST00000589978,ENCODE,No
RPS3,K562,chr19:55401516-55401611;-,12.397,0.425,1.22,ENST00000264552,ENCODE,No
DDX3X,HepG2,chr19:55407631-55407692;-,12.241,0.71,0.843,ENST00000587845,ENCODE,No
DDX3X,HepG2,chr19:55407631-55407692;-,12.241,0.71,0.843,ENST00000589978,ENCODE,No
DDX3X,HepG2,chr19:55407631-55407692;-,12.241,0.71,0.843,ENST00000264552,ENCODE,No
AQR,K562,chr19:55407438-55407499;-,12.204,0.002,-0.282,ENST00000264552,ENCODE,No
AQR,K562,chr19:55407438-55407499;-,12.204,0.002,-0.282,ENST00000587845,ENCODE,No
AQR,K562,chr19:55407438-55407499;-,12.204,0.002,-0.282,ENST00000589978,ENCODE,No
AQR,K562,chr19:55407421-55407475;-,12.036,0.002,-0.17,ENST00000264552,ENCODE,No
AQR,K562,chr19:55407421-55407475;-,12.036,0.002,-0.17,ENST00000587845,ENCODE,No
AQR,K562,chr19:55407421-55407475;-,12.036,0.002,-0.17,ENST00000589978,ENCODE,No
GTF2F1,K562,chr19:55406429-55406552;-,11.725,0,-0.449,ENST00000264552,ENCODE,No
GTF2F1,K562,chr19:55406429-55406552;-,11.725,0,-0.449,ENST00000587845,ENCODE,No
GTF2F1,K562,chr19:55406429-55406552;-,11.725,0,-0.449,ENST00000589978,ENCODE,No
GEMIN5,K562,chr19:55407591-55407619;-,11.561,0.727,1.022,ENST00000587845,ENCODE,No
GEMIN5,K562,chr19:55407591-55407619;-,11.561,0.727,1.022,ENST00000589978,ENCODE,No
GEMIN5,K562,chr19:55407591-55407619;-,11.561,0.727,1.022,ENST00000264552,ENCODE,No
BUD13,K562,chr19:55407456-55407552;-,11.318,0.008,-0.069,ENST00000264552,ENCODE,No
BUD13,K562,chr19:55407456-55407552;-,11.318,0.008,-0.069,ENST00000587845,ENCODE,No
BUD13,K562,chr19:55407456-55407552;-,11.318,0.008,-0.069,ENST00000589978,ENCODE,No
ZNF800,K562,chr19:55406893-55406961;-,11.236,0.935,3.995,ENST00000264552,ENCODE,No
ZNF800,K562,chr19:55406893-55406961;-,11.236,0.935,3.995,ENST00000587845,ENCODE,No
ZNF800,K562,chr19:55406893-55406961;-,11.236,0.935,3.995,ENST00000589978,ENCODE,No
UTP3,K562,chr19:55405928-55405976;-,10.995,0.001,-0.748,ENST00000264552,ENCODE,No
UTP3,K562,chr19:55405928-55405976;-,10.995,0.001,-0.748,ENST00000587845,ENCODE,No
UTP3,K562,chr19:55405928-55405976;-,10.995,0.001,-0.748,ENST00000589978,ENCODE,No
AQR,K562,chr19:55407475-55407494;-,10.901,0,-0.374,ENST00000264552,ENCODE,No
AQR,K562,chr19:55407475-55407494;-,10.901,0,-0.374,ENST00000587845,ENCODE,No
AQR,K562,chr19:55407475-55407494;-,10.901,0,-0.374,ENST00000589978,ENCODE,No
SERBP1,K562,chr19:55407724-55407772;-,10.533,0.003,-0.396,ENST00000264552,ENCODE,No
PABPC4,K562,chr19:55407636-55407670;-,10.238,0.777,0.939,ENST00000587845,ENCODE,No
PABPC4,K562,chr19:55407636-55407670;-,10.238,0.777,0.939,ENST00000589978,ENCODE,No
PABPC4,K562,chr19:55407636-55407670;-,10.238,0.777,0.939,ENST00000264552,ENCODE,No
XRCC6,K562,chr19:55407434-55407508;-,10.204,0.01,-0.152,ENST00000264552,ENCODE,No
XRCC6,K562,chr19:55407434-55407508;-,10.204,0.01,-0.152,ENST00000587845,ENCODE,No
XRCC6,K562,chr19:55407434-55407508;-,10.204,0.01,-0.152,ENST00000589978,ENCODE,No
EFTUD2,K562,chr19:55407377-55407421;-,10.184,0.009,-0.004,ENST00000264552,ENCODE,No
EFTUD2,K562,chr19:55407377-55407421;-,10.184,0.009,-0.004,ENST00000587845,ENCODE,No
EFTUD2,K562,chr19:55407377-55407421;-,10.184,0.009,-0.004,ENST00000589978,ENCODE,No
AQR,K562,chr19:55407499-55407533;-,9.469,0.023,0.328,ENST00000264552,ENCODE,No
AQR,K562,chr19:55407499-55407533;-,9.469,0.023,0.328,ENST00000587845,ENCODE,No
AQR,K562,chr19:55407499-55407533;-,9.469,0.023,0.328,ENST00000589978,ENCODE,No
EIF3G,K562,chr19:55407677-55407770;-,9.402,0.219,0.06,ENST00000589978,ENCODE,No
EIF3G,K562,chr19:55407677-55407770;-,9.402,0.219,0.06,ENST00000264552,ENCODE,No
GPKOW,K562,chr19:55407461-55407551;-,9.321,0.009,-0.067,ENST00000264552,ENCODE,No
GPKOW,K562,chr19:55407461-55407551;-,9.321,0.009,-0.067,ENST00000587845,ENCODE,No
GPKOW,K562,chr19:55407461-55407551;-,9.321,0.009,-0.067,ENST00000589978,ENCODE,No
EFTUD2,HepG2,chr19:55407489-55407567;-,9.254,0.016,0.021,ENST00000264552,ENCODE,No
EFTUD2,HepG2,chr19:55407489-55407567;-,9.254,0.016,0.021,ENST00000587845,ENCODE,No
EFTUD2,HepG2,chr19:55407489-55407567;-,9.254,0.016,0.021,ENST00000589978,ENCODE,No
PRPF8,K562,chr19:55407445-55407516;-,8.781,0.011,-0.133,ENST00000264552,ENCODE,No
PRPF8,K562,chr19:55407445-55407516;-,8.781,0.011,-0.133,ENST00000587845,ENCODE,No
PRPF8,K562,chr19:55407445-55407516;-,8.781,0.011,-0.133,ENST00000589978,ENCODE,No
BUD13,K562,chr19:55407421-55407489;-,8.726,0.001,-0.196,ENST00000264552,ENCODE,No
BUD13,K562,chr19:55407421-55407489;-,8.726,0.001,-0.196,ENST00000587845,ENCODE,No
BUD13,K562,chr19:55407421-55407489;-,8.726,0.001,-0.196,ENST00000589978,ENCODE,No
EFTUD2,K562,chr19:55405731-55405810;-,8.567,0.001,-0.463,ENST00000264552,ENCODE,No
EFTUD2,K562,chr19:55405731-55405810;-,8.567,0.001,-0.463,ENST00000587845,ENCODE,No
EFTUD2,K562,chr19:55405731-55405810;-,8.567,0.001,-0.463,ENST00000589978,ENCODE,No
SF3B4,K562,chr19:55407426-55407540;-,8.436,0.008,-0.048,ENST00000264552,ENCODE,No
SF3B4,K562,chr19:55407426-55407540;-,8.436,0.008,-0.048,ENST00000587845,ENCODE,No
SF3B4,K562,chr19:55407426-55407540;-,8.436,0.008,-0.048,ENST00000589978,ENCODE,No
AATF,K562,chr19:55407629-55407765;-,7.961,0.381,0.336,ENST00000589978,ENCODE,No
AATF,K562,chr19:55407629-55407765;-,7.961,0.381,0.336,ENST00000264552,ENCODE,No
LSM11,K562,chr19:55402593-55402648;-,7.214,0.001,-0.482,ENST00000264552,ENCODE,No
LSM11,K562,chr19:55402593-55402648;-,7.214,0.001,-0.482,ENST00000587845,ENCODE,No
LSM11,K562,chr19:55402593-55402648;-,7.214,0.001,-0.482,ENST00000589978,ENCODE,No
DDX3X,HepG2,chr19:55407684-55407760;-,7.142,0.177,-0.024,ENST00000589978,ENCODE,No
DDX3X,HepG2,chr19:55407684-55407760;-,7.142,0.177,-0.024,ENST00000264552,ENCODE,No
SF3B4,K562,chr19:55407430-55407542;-,7.111,0.008,-0.056,ENST00000264552,ENCODE,No
SF3B4,K562,chr19:55407430-55407542;-,7.111,0.008,-0.056,ENST00000587845,ENCODE,No
SF3B4,K562,chr19:55407430-55407542;-,7.111,0.008,-0.056,ENST00000589978,ENCODE,No
DROSHA,K562,chr19:55407632-55407683;-,7.037,0.707,0.86,ENST00000587845,ENCODE,No
DROSHA,K562,chr19:55407632-55407683;-,7.037,0.707,0.86,ENST00000589978,ENCODE,No
DROSHA,K562,chr19:55407632-55407683;-,7.037,0.707,0.86,ENST00000264552,ENCODE,No
GTF2F1,K562,chr19:55406424-55406537;-,6.985,0,-0.477,ENST00000264552,ENCODE,No
GTF2F1,K562,chr19:55406424-55406537;-,6.985,0,-0.477,ENST00000587845,ENCODE,No
GTF2F1,K562,chr19:55406424-55406537;-,6.985,0,-0.477,ENST00000589978,ENCODE,No
BUD13,K562,chr19:55404491-55404535;-,6.683,0.06,-0.164,ENST00000264552,ENCODE,No
BUD13,K562,chr19:55404491-55404535;-,6.683,0.06,-0.164,ENST00000587845,ENCODE,No
BUD13,K562,chr19:55404491-55404535;-,6.683,0.06,-0.164,ENST00000589978,ENCODE,No
SERBP1,K562,chr19:55401541-55401613;-,6.676,0.306,0.778,ENST00000264552,ENCODE,No
EFTUD2,K562,chr19:55406684-55406729;-,6.628,0.002,-0.419,ENST00000264552,ENCODE,No
EFTUD2,K562,chr19:55406684-55406729;-,6.628,0.002,-0.419,ENST00000587845,ENCODE,No
EFTUD2,K562,chr19:55406684-55406729;-,6.628,0.002,-0.419,ENST00000589978,ENCODE,No
UTP3,K562,chr19:55406145-55406152;-,6.611,0,-0.195,ENST00000264552,ENCODE,No
UTP3,K562,chr19:55406145-55406152;-,6.611,0,-0.195,ENST00000587845,ENCODE,No
UTP3,K562,chr19:55406145-55406152;-,6.611,0,-0.195,ENST00000589978,ENCODE,No
UTP3,K562,chr19:55406152-55406175;-,6.611,0,-0.901,ENST00000264552,ENCODE,No
UTP3,K562,chr19:55406152-55406175;-,6.611,0,-0.901,ENST00000587845,ENCODE,No
UTP3,K562,chr19:55406152-55406175;-,6.611,0,-0.901,ENST00000589978,ENCODE,No
SMNDC1,K562,chr19:55402379-55402426;-,6.273,0,-0.875,ENST00000264552,ENCODE,No
SMNDC1,K562,chr19:55402379-55402426;-,6.273,0,-0.875,ENST00000587845,ENCODE,No
SMNDC1,K562,chr19:55402379-55402426;-,6.273,0,-0.875,ENST00000589978,ENCODE,No
EFTUD2,K562,chr19:55406168-55406205;-,6.095,0,-0.771,ENST00000264552,ENCODE,No
EFTUD2,K562,chr19:55406168-55406205;-,6.095,0,-0.771,ENST00000587845,ENCODE,No
EFTUD2,K562,chr19:55406168-55406205;-,6.095,0,-0.771,ENST00000589978,ENCODE,No
EFTUD2,K562,chr19:55406757-55406801;-,6.017,0.032,-0.356,ENST00000264552,ENCODE,No
EFTUD2,K562,chr19:55406757-55406801;-,6.017,0.032,-0.356,ENST00000587845,ENCODE,No
EFTUD2,K562,chr19:55406757-55406801;-,6.017,0.032,-0.356,ENST00000589978,ENCODE,No
PTBP1,K562,chr19:55401845-55401915;-,5.646,0.003,-0.477,ENST00000264552,ENCODE,No
PTBP1,K562,chr19:55401845-55401915;-,5.646,0.003,-0.477,ENST00000587845,ENCODE,No
PTBP1,K562,chr19:55401845-55401915;-,5.646,0.003,-0.477,ENST00000589978,ENCODE,No
SUPV3L1,K562,chr19:55407093-55407135;-,5.57,0,-0.672,ENST00000264552,ENCODE,No
SUPV3L1,K562,chr19:55407093-55407135;-,5.57,0,-0.672,ENST00000587845,ENCODE,No
SUPV3L1,K562,chr19:55407093-55407135;-,5.57,0,-0.672,ENST00000589978,ENCODE,No
WRN,K562,chr19:55401864-55401902;-,5.247,0,-0.707,ENST00000264552,ENCODE,No
WRN,K562,chr19:55401864-55401902;-,5.247,0,-0.707,ENST00000587845,ENCODE,No
WRN,K562,chr19:55401864-55401902;-,5.247,0,-0.707,ENST00000589978,ENCODE,No
ZNF800,K562,chr19:55406910-55406962;-,5.231,0.97,4.444,ENST00000264552,ENCODE,No
ZNF800,K562,chr19:55406910-55406962;-,5.231,0.97,4.444,ENST00000587845,ENCODE,No
ZNF800,K562,chr19:55406910-55406962;-,5.231,0.97,4.444,ENST00000589978,ENCODE,No
ZNF800,K562,chr19:55401507-55401556;-,5.191,0.687,2.101,ENST00000264552,ENCODE,No
SUPV3L1,K562,chr19:55405835-55405867;-,5.103,0,-0.39,ENST00000264552,ENCODE,No
SUPV3L1,K562,chr19:55405835-55405867;-,5.103,0,-0.39,ENST00000587845,ENCODE,No
SUPV3L1,K562,chr19:55405835-55405867;-,5.103,0,-0.39,ENST00000589978,ENCODE,No
DDX3X,HepG2,chr19:55406911-55406954;-,5.046,0.964,4.229,ENST00000264552,ENCODE,No
DDX3X,HepG2,chr19:55406911-55406954;-,5.046,0.964,4.229,ENST00000587845,ENCODE,No
DDX3X,HepG2,chr19:55406911-55406954;-,5.046,0.964,4.229,ENST00000589978,ENCODE,No
FUS,K562,chr19:55407382-55407519;-,4.999,0.008,-0.089,ENST00000264552,ENCODE,No
FUS,K562,chr19:55407382-55407519;-,4.999,0.008,-0.089,ENST00000587845,ENCODE,No
FUS,K562,chr19:55407382-55407519;-,4.999,0.008,-0.089,ENST00000589978,ENCODE,No
EFTUD2,K562,chr19:55406750-55406772;-,4.965,0.063,-0.234,ENST00000264552,ENCODE,No
EFTUD2,K562,chr19:55406750-55406772;-,4.965,0.063,-0.234,ENST00000587845,ENCODE,No
EFTUD2,K562,chr19:55406750-55406772;-,4.965,0.063,-0.234,ENST00000589978,ENCODE,No
DDX3X,HepG2,chr19:55407638-55407684;-,4.89,0.8,0.908,ENST00000587845,ENCODE,No
DDX3X,HepG2,chr19:55407638-55407684;-,4.89,0.8,0.908,ENST00000589978,ENCODE,No
DDX3X,HepG2,chr19:55407638-55407684;-,4.89,0.8,0.908,ENST00000264552,ENCODE,No
AKAP8L,K562,chr19:55407425-55407500;-,4.779,0.002,-0.227,ENST00000264552,ENCODE,No
AKAP8L,K562,chr19:55407425-55407500;-,4.779,0.002,-0.227,ENST00000587845,ENCODE,No
AKAP8L,K562,chr19:55407425-55407500;-,4.779,0.002,-0.227,ENST00000589978,ENCODE,No
SUPV3L1,K562,chr19:55405826-55405835;-,4.741,0,-0.288,ENST00000264552,ENCODE,No
SUPV3L1,K562,chr19:55405826-55405835;-,4.741,0,-0.288,ENST00000587845,ENCODE,No
SUPV3L1,K562,chr19:55405826-55405835;-,4.741,0,-0.288,ENST00000589978,ENCODE,No
RBM22,K562,chr19:55404185-55404259;-,4.635,0.005,-0.234,ENST00000264552,ENCODE,No
RBM22,K562,chr19:55404185-55404259;-,4.635,0.005,-0.234,ENST00000587845,ENCODE,No
RBM22,K562,chr19:55404185-55404259;-,4.635,0.005,-0.234,ENST00000589978,ENCODE,No
UTP3,K562,chr19:55405752-55405760;-,4.542,0,-0.47,ENST00000264552,ENCODE,No
UTP3,K562,chr19:55405752-55405760;-,4.542,0,-0.47,ENST00000587845,ENCODE,No
UTP3,K562,chr19:55405752-55405760;-,4.542,0,-0.47,ENST00000589978,ENCODE,No
SF3B1,K562,chr19:55401770-55401814;-,4.266,0.002,-0.267,ENST00000264552,ENCODE,No
SF3B1,K562,chr19:55401770-55401814;-,4.266,0.002,-0.267,ENST00000587845,ENCODE,No
SF3B1,K562,chr19:55401770-55401814;-,4.266,0.002,-0.267,ENST00000589978,ENCODE,No
SUPV3L1,K562,chr19:55405981-55406014;-,4.26,0,-0.341,ENST00000264552,ENCODE,No
SUPV3L1,K562,chr19:55405981-55406014;-,4.26,0,-0.341,ENST00000587845,ENCODE,No
SUPV3L1,K562,chr19:55405981-55406014;-,4.26,0,-0.341,ENST00000589978,ENCODE,No
UTP18,K562,chr19:55407617-55407684;-,4.219,0.75,0.908,ENST00000587845,ENCODE,No
UTP18,K562,chr19:55407617-55407684;-,4.219,0.75,0.908,ENST00000589978,ENCODE,No
UTP18,K562,chr19:55407617-55407684;-,4.219,0.75,0.908,ENST00000264552,ENCODE,No
SF3B1,K562,chr19:55406012-55406051;-,3.978,0.001,-0.375,ENST00000264552,ENCODE,No
SF3B1,K562,chr19:55406012-55406051;-,3.978,0.001,-0.375,ENST00000587845,ENCODE,No
SF3B1,K562,chr19:55406012-55406051;-,3.978,0.001,-0.375,ENST00000589978,ENCODE,No
SERBP1,K562,chr19:55407722-55407757;-,3.958,0.004,-0.43,ENST00000589978,ENCODE,No
SERBP1,K562,chr19:55407722-55407757;-,3.958,0.004,-0.43,ENST00000264552,ENCODE,No
WDR3,K562,chr19:55401887-55401943;-,3.906,0.003,-0.336,ENST00000264552,ENCODE,No
WDR3,K562,chr19:55401887-55401943;-,3.906,0.003,-0.336,ENST00000587845,ENCODE,No
WDR3,K562,chr19:55401887-55401943;-,3.906,0.003,-0.336,ENST00000589978,ENCODE,No
LARP4,HepG2,chr19:55407623-55407681;-,3.838,0.712,0.866,ENST00000587845,ENCODE,No
LARP4,HepG2,chr19:55407623-55407681;-,3.838,0.712,0.866,ENST00000589978,ENCODE,No
LARP4,HepG2,chr19:55407623-55407681;-,3.838,0.712,0.866,ENST00000264552,ENCODE,No
SF3B1,K562,chr19:55407247-55407255;-,3.739,0.005,-0.286,ENST00000264552,ENCODE,No
SF3B1,K562,chr19:55407247-55407255;-,3.739,0.005,-0.286,ENST00000587845,ENCODE,No
SF3B1,K562,chr19:55407247-55407255;-,3.739,0.005,-0.286,ENST00000589978,ENCODE,No
DDX55,HepG2,chr19:55407693-55407761;-,3.714,0.097,-0.141,ENST00000589978,ENCODE,No
DDX55,HepG2,chr19:55407693-55407761;-,3.714,0.097,-0.141,ENST00000264552,ENCODE,No
DDX51,K562,chr19:55402564-55402610;-,3.673,0.002,-0.23,ENST00000264552,ENCODE,No
DDX51,K562,chr19:55402564-55402610;-,3.673,0.002,-0.23,ENST00000587845,ENCODE,No
DDX51,K562,chr19:55402564-55402610;-,3.673,0.002,-0.23,ENST00000589978,ENCODE,No
SF3B1,K562,chr19:55402844-55402853;-,3.668,0,-0.785,ENST00000264552,ENCODE,No
SF3B1,K562,chr19:55402844-55402853;-,3.668,0,-0.785,ENST00000587845,ENCODE,No
SF3B1,K562,chr19:55402844-55402853;-,3.668,0,-0.785,ENST00000589978,ENCODE,No
SF3B1,K562,chr19:55402853-55402883;-,3.668,0.032,-0.033,ENST00000264552,ENCODE,No
SF3B1,K562,chr19:55402853-55402883;-,3.668,0.032,-0.033,ENST00000587845,ENCODE,No
SF3B1,K562,chr19:55402853-55402883;-,3.668,0.032,-0.033,ENST00000589978,ENCODE,No
EFTUD2,HepG2,chr19:55407495-55407565;-,3.667,0.012,0.021,ENST00000264552,ENCODE,No
EFTUD2,HepG2,chr19:55407495-55407565;-,3.667,0.012,0.021,ENST00000587845,ENCODE,No
EFTUD2,HepG2,chr19:55407495-55407565;-,3.667,0.012,0.021,ENST00000589978,ENCODE,No
SUPV3L1,K562,chr19:55407398-55407432;-,3.65,0.006,-0.131,ENST00000264552,ENCODE,No
SUPV3L1,K562,chr19:55407398-55407432;-,3.65,0.006,-0.131,ENST00000587845,ENCODE,No
SUPV3L1,K562,chr19:55407398-55407432;-,3.65,0.006,-0.131,ENST00000589978,ENCODE,No
PRPF8,K562,chr19:55403474-55403488;-,3.53,0.005,-0.051,ENST00000264552,ENCODE,No
PRPF8,K562,chr19:55403474-55403488;-,3.53,0.005,-0.051,ENST00000587845,ENCODE,No
PRPF8,K562,chr19:55403474-55403488;-,3.53,0.005,-0.051,ENST00000589978,ENCODE,No
DHX30,K562,chr19:55407433-55407477;-,3.482,0.002,-0.23,ENST00000264552,ENCODE,No
DHX30,K562,chr19:55407433-55407477;-,3.482,0.002,-0.23,ENST00000587845,ENCODE,No
DHX30,K562,chr19:55407433-55407477;-,3.482,0.002,-0.23,ENST00000589978,ENCODE,No
NONO,K562,chr19:55402833-55402888;-,3.479,0.018,-0.185,ENST00000264552,ENCODE,No
NONO,K562,chr19:55402833-55402888;-,3.479,0.018,-0.185,ENST00000587845,ENCODE,No
