RBP,Cell & tissue typeHepG2K562adrenal gland,RBS location,Score,PhastCons score,PhyloP score,Transcript ID,Data accession,Overexpression Info
RBFOX2,HepG2,chr6:44155315-44155390;+,22.937,0.5,0.783,ENST00000371893,ENCODE,No
RBFOX2,HepG2,chr6:44155166-44155276;+,22.092,0.623,0.806,ENST00000533121,ENCODE,No
RBFOX2,HepG2,chr6:44155166-44155276;+,22.092,0.623,0.806,ENST00000323267,ENCODE,No
RBFOX2,HepG2,chr6:44155166-44155276;+,22.092,0.623,0.806,ENST00000259746,ENCODE,No
RBFOX2,HepG2,chr6:44155166-44155276;+,22.092,0.623,0.806,ENST00000371893,ENCODE,No
RBFOX2,HepG2,chr6:44155177-44155271;+,22.025,0.612,0.759,ENST00000533121,ENCODE,No
RBFOX2,HepG2,chr6:44155177-44155271;+,22.025,0.612,0.759,ENST00000323267,ENCODE,No
RBFOX2,HepG2,chr6:44155177-44155271;+,22.025,0.612,0.759,ENST00000259746,ENCODE,No
RBFOX2,HepG2,chr6:44155177-44155271;+,22.025,0.612,0.759,ENST00000371893,ENCODE,No
QKI,K562,chr6:44153213-44153327;+,21.684,0.056,0.004,ENST00000259746,ENCODE,No
QKI,K562,chr6:44153213-44153327;+,21.684,0.056,0.004,ENST00000323267,ENCODE,No
QKI,K562,chr6:44153213-44153327;+,21.684,0.056,0.004,ENST00000371893,ENCODE,No
QKI,K562,chr6:44153213-44153327;+,21.684,0.056,0.004,ENST00000533121,ENCODE,No
AQR,K562,chr6:44152011-44152050;+,21.217,0.298,0.703,ENST00000259746,ENCODE,No
AQR,K562,chr6:44152011-44152050;+,21.217,0.298,0.703,ENST00000323267,ENCODE,No
AQR,K562,chr6:44152011-44152050;+,21.217,0.298,0.703,ENST00000371893,ENCODE,No
AQR,K562,chr6:44152011-44152050;+,21.217,0.298,0.703,ENST00000533121,ENCODE,No
UTP3,K562,chr6:44152957-44152971;+,20.102,0,-0.722,ENST00000259746,ENCODE,No
UTP3,K562,chr6:44152957-44152971;+,20.102,0,-0.722,ENST00000323267,ENCODE,No
UTP3,K562,chr6:44152957-44152971;+,20.102,0,-0.722,ENST00000371893,ENCODE,No
UTP3,K562,chr6:44152957-44152971;+,20.102,0,-0.722,ENST00000533121,ENCODE,No
UTP3,K562,chr6:44152939-44152957;+,19.359,0,-0.253,ENST00000259746,ENCODE,No
UTP3,K562,chr6:44152939-44152957;+,19.359,0,-0.253,ENST00000323267,ENCODE,No
UTP3,K562,chr6:44152939-44152957;+,19.359,0,-0.253,ENST00000371893,ENCODE,No
UTP3,K562,chr6:44152939-44152957;+,19.359,0,-0.253,ENST00000533121,ENCODE,No
FAM120A,HepG2,chr6:44155376-44155450;+,19.204,0.665,1.578,ENST00000533121,ENCODE,No
FAM120A,HepG2,chr6:44155376-44155450;+,19.204,0.665,1.578,ENST00000323267,ENCODE,No
FAM120A,HepG2,chr6:44155376-44155450;+,19.204,0.665,1.578,ENST00000259746,ENCODE,No
FAM120A,HepG2,chr6:44155376-44155450;+,19.204,0.665,1.578,ENST00000371893,ENCODE,No
AQR,K562,chr6:44152008-44152011;+,19.03,0.999,7.155,ENST00000259746,ENCODE,No
AQR,K562,chr6:44152008-44152011;+,19.03,0.999,7.155,ENST00000323267,ENCODE,No
AQR,K562,chr6:44152008-44152011;+,19.03,0.999,7.155,ENST00000371893,ENCODE,No
AQR,K562,chr6:44152008-44152011;+,19.03,0.999,7.155,ENST00000533121,ENCODE,No
HNRNPL,HepG2,chr6:44152984-44153075;+,18.74,0.004,-0.312,ENST00000259746,ENCODE,No
HNRNPL,HepG2,chr6:44152984-44153075;+,18.74,0.004,-0.312,ENST00000323267,ENCODE,No
HNRNPL,HepG2,chr6:44152984-44153075;+,18.74,0.004,-0.312,ENST00000371893,ENCODE,No
HNRNPL,HepG2,chr6:44152984-44153075;+,18.74,0.004,-0.312,ENST00000533121,ENCODE,No
HNRNPL,HepG2,chr6:44132779-44132821;+,18.205,0.001,-0.026,ENST00000259746,ENCODE,No
HNRNPL,HepG2,chr6:44132779-44132821;+,18.205,0.001,-0.026,ENST00000323267,ENCODE,No
HNRNPL,HepG2,chr6:44132779-44132821;+,18.205,0.001,-0.026,ENST00000525294,ENCODE,No
HNRNPL,HepG2,chr6:44132779-44132821;+,18.205,0.001,-0.026,ENST00000532634,ENCODE,No
HNRNPL,HepG2,chr6:44132779-44132821;+,18.205,0.001,-0.026,ENST00000534326,ENCODE,No
PABPC4,K562,chr6:44155254-44155320;+,18.128,0.182,0.231,ENST00000533121,ENCODE,No
PABPC4,K562,chr6:44155254-44155320;+,18.128,0.182,0.231,ENST00000323267,ENCODE,No
PABPC4,K562,chr6:44155254-44155320;+,18.128,0.182,0.231,ENST00000259746,ENCODE,No
PABPC4,K562,chr6:44155254-44155320;+,18.128,0.182,0.231,ENST00000371893,ENCODE,No
PCBP2,HepG2,chr6:44148801-44148919;+,18.043,0.953,5.401,ENST00000259746,ENCODE,No
PCBP2,HepG2,chr6:44148801-44148919;+,18.043,0.953,5.401,ENST00000323267,ENCODE,No
PCBP2,HepG2,chr6:44148801-44148919;+,18.043,0.953,5.401,ENST00000371893,ENCODE,No
PCBP2,HepG2,chr6:44148801-44148919;+,18.043,0.953,5.401,ENST00000533121,ENCODE,No
ZNF622,K562,chr6:44148513-44148580;+,17.763,0.823,4.231,ENST00000259746,ENCODE,No
ZNF622,K562,chr6:44148513-44148580;+,17.763,0.823,4.231,ENST00000323267,ENCODE,No
ZNF622,K562,chr6:44148513-44148580;+,17.763,0.823,4.231,ENST00000371893,ENCODE,No
ZNF622,K562,chr6:44148513-44148580;+,17.763,0.823,4.231,ENST00000533121,ENCODE,No
PTBP1,HepG2,chr6:44139146-44139250;+,17.714,0.003,-0.803,ENST00000259746,ENCODE,No
PTBP1,HepG2,chr6:44139146-44139250;+,17.714,0.003,-0.803,ENST00000323267,ENCODE,No
PTBP1,HepG2,chr6:44139146-44139250;+,17.714,0.003,-0.803,ENST00000371893,ENCODE,No
PTBP1,HepG2,chr6:44139146-44139250;+,17.714,0.003,-0.803,ENST00000497371,ENCODE,No
PTBP1,HepG2,chr6:44139146-44139250;+,17.714,0.003,-0.803,ENST00000525294,ENCODE,No
PTBP1,HepG2,chr6:44139146-44139250;+,17.714,0.003,-0.803,ENST00000525873,ENCODE,No
PTBP1,HepG2,chr6:44139146-44139250;+,17.714,0.003,-0.803,ENST00000527188,ENCODE,No
PTBP1,HepG2,chr6:44139146-44139250;+,17.714,0.003,-0.803,ENST00000532634,ENCODE,No
PTBP1,HepG2,chr6:44139146-44139250;+,17.714,0.003,-0.803,ENST00000534326,ENCODE,No
DDX55,K562,chr6:44155007-44155089;+,17.628,0.8,1.788,ENST00000533121,ENCODE,No
DDX55,K562,chr6:44155007-44155089;+,17.628,0.8,1.788,ENST00000323267,ENCODE,No
DDX55,K562,chr6:44155007-44155089;+,17.628,0.8,1.788,ENST00000259746,ENCODE,No
DDX55,K562,chr6:44155007-44155089;+,17.628,0.8,1.788,ENST00000371893,ENCODE,No
UPF1,K562,chr6:44155362-44155470;+,17.287,0.58,1.231,ENST00000533121,ENCODE,No
UPF1,K562,chr6:44155362-44155470;+,17.287,0.58,1.231,ENST00000323267,ENCODE,No
UPF1,K562,chr6:44155362-44155470;+,17.287,0.58,1.231,ENST00000259746,ENCODE,No
UPF1,K562,chr6:44155362-44155470;+,17.287,0.58,1.231,ENST00000371893,ENCODE,No
DDX55,K562,chr6:44155265-44155330;+,16.764,0.307,0.509,ENST00000533121,ENCODE,No
DDX55,K562,chr6:44155265-44155330;+,16.764,0.307,0.509,ENST00000323267,ENCODE,No
DDX55,K562,chr6:44155265-44155330;+,16.764,0.307,0.509,ENST00000259746,ENCODE,No
DDX55,K562,chr6:44155265-44155330;+,16.764,0.307,0.509,ENST00000371893,ENCODE,No
RBFOX2,HepG2,chr6:44155390-44155439;+,16.423,0.78,1.741,ENST00000533121,ENCODE,No
RBFOX2,HepG2,chr6:44155390-44155439;+,16.423,0.78,1.741,ENST00000323267,ENCODE,No
RBFOX2,HepG2,chr6:44155390-44155439;+,16.423,0.78,1.741,ENST00000259746,ENCODE,No
RBFOX2,HepG2,chr6:44155390-44155439;+,16.423,0.78,1.741,ENST00000371893,ENCODE,No
PTBP1,K562,chr6:44139130-44139203;+,15.812,0,-0.843,ENST00000259746,ENCODE,No
PTBP1,K562,chr6:44139130-44139203;+,15.812,0,-0.843,ENST00000323267,ENCODE,No
PTBP1,K562,chr6:44139130-44139203;+,15.812,0,-0.843,ENST00000371893,ENCODE,No
PTBP1,K562,chr6:44139130-44139203;+,15.812,0,-0.843,ENST00000497371,ENCODE,No
PTBP1,K562,chr6:44139130-44139203;+,15.812,0,-0.843,ENST00000525294,ENCODE,No
PTBP1,K562,chr6:44139130-44139203;+,15.812,0,-0.843,ENST00000525873,ENCODE,No
PTBP1,K562,chr6:44139130-44139203;+,15.812,0,-0.843,ENST00000527188,ENCODE,No
PTBP1,K562,chr6:44139130-44139203;+,15.812,0,-0.843,ENST00000532634,ENCODE,No
PTBP1,K562,chr6:44139130-44139203;+,15.812,0,-0.843,ENST00000534326,ENCODE,No
QKI,HepG2,chr6:44153203-44153280;+,15.725,0.036,-0.089,ENST00000259746,ENCODE,No
QKI,HepG2,chr6:44153203-44153280;+,15.725,0.036,-0.089,ENST00000323267,ENCODE,No
QKI,HepG2,chr6:44153203-44153280;+,15.725,0.036,-0.089,ENST00000371893,ENCODE,No
QKI,HepG2,chr6:44153203-44153280;+,15.725,0.036,-0.089,ENST00000533121,ENCODE,No
HNRNPL,K562,chr6:44132748-44132822;+,15.365,0.001,-0.118,ENST00000259746,ENCODE,No
HNRNPL,K562,chr6:44132748-44132822;+,15.365,0.001,-0.118,ENST00000323267,ENCODE,No
HNRNPL,K562,chr6:44132748-44132822;+,15.365,0.001,-0.118,ENST00000525294,ENCODE,No
HNRNPL,K562,chr6:44132748-44132822;+,15.365,0.001,-0.118,ENST00000532634,ENCODE,No
HNRNPL,K562,chr6:44132748-44132822;+,15.365,0.001,-0.118,ENST00000534326,ENCODE,No
PTBP1,HepG2,chr6:44139250-44139308;+,15.096,0.001,-0.367,ENST00000259746,ENCODE,No
PTBP1,HepG2,chr6:44139250-44139308;+,15.096,0.001,-0.367,ENST00000323267,ENCODE,No
PTBP1,HepG2,chr6:44139250-44139308;+,15.096,0.001,-0.367,ENST00000371893,ENCODE,No
PTBP1,HepG2,chr6:44139250-44139308;+,15.096,0.001,-0.367,ENST00000497371,ENCODE,No
PTBP1,HepG2,chr6:44139250-44139308;+,15.096,0.001,-0.367,ENST00000525294,ENCODE,No
PTBP1,HepG2,chr6:44139250-44139308;+,15.096,0.001,-0.367,ENST00000525873,ENCODE,No
PTBP1,HepG2,chr6:44139250-44139308;+,15.096,0.001,-0.367,ENST00000527188,ENCODE,No
PTBP1,HepG2,chr6:44139250-44139308;+,15.096,0.001,-0.367,ENST00000532634,ENCODE,No
PTBP1,HepG2,chr6:44139250-44139308;+,15.096,0.001,-0.367,ENST00000534326,ENCODE,No
HNRNPL,K562,chr6:44152984-44153120;+,14.792,0.006,-0.238,ENST00000259746,ENCODE,No
HNRNPL,K562,chr6:44152984-44153120;+,14.792,0.006,-0.238,ENST00000323267,ENCODE,No
HNRNPL,K562,chr6:44152984-44153120;+,14.792,0.006,-0.238,ENST00000371893,ENCODE,No
HNRNPL,K562,chr6:44152984-44153120;+,14.792,0.006,-0.238,ENST00000533121,ENCODE,No
RBFOX2,HepG2,chr6:44155396-44155448;+,14.77,0.895,2.12,ENST00000533121,ENCODE,No
RBFOX2,HepG2,chr6:44155396-44155448;+,14.77,0.895,2.12,ENST00000323267,ENCODE,No
RBFOX2,HepG2,chr6:44155396-44155448;+,14.77,0.895,2.12,ENST00000259746,ENCODE,No
RBFOX2,HepG2,chr6:44155396-44155448;+,14.77,0.895,2.12,ENST00000371893,ENCODE,No
UPF1,HepG2,chr6:44155013-44155138;+,14.618,0.757,1.619,ENST00000533121,ENCODE,No
UPF1,HepG2,chr6:44155013-44155138;+,14.618,0.757,1.619,ENST00000323267,ENCODE,No
UPF1,HepG2,chr6:44155013-44155138;+,14.618,0.757,1.619,ENST00000259746,ENCODE,No
UPF1,HepG2,chr6:44155013-44155138;+,14.618,0.757,1.619,ENST00000371893,ENCODE,No
AGGF1,K562,chr6:44153047-44153118;+,14.189,0.011,0.04,ENST00000259746,ENCODE,No
AGGF1,K562,chr6:44153047-44153118;+,14.189,0.011,0.04,ENST00000323267,ENCODE,No
AGGF1,K562,chr6:44153047-44153118;+,14.189,0.011,0.04,ENST00000371893,ENCODE,No
AGGF1,K562,chr6:44153047-44153118;+,14.189,0.011,0.04,ENST00000533121,ENCODE,No
HNRNPL,K562,chr6:44152993-44153072;+,13.895,0.001,-0.34,ENST00000259746,ENCODE,No
HNRNPL,K562,chr6:44152993-44153072;+,13.895,0.001,-0.34,ENST00000323267,ENCODE,No
HNRNPL,K562,chr6:44152993-44153072;+,13.895,0.001,-0.34,ENST00000371893,ENCODE,No
HNRNPL,K562,chr6:44152993-44153072;+,13.895,0.001,-0.34,ENST00000533121,ENCODE,No
ZNF622,K562,chr6:44148520-44148581;+,13.76,0.805,4.152,ENST00000259746,ENCODE,No
ZNF622,K562,chr6:44148520-44148581;+,13.76,0.805,4.152,ENST00000323267,ENCODE,No
ZNF622,K562,chr6:44148520-44148581;+,13.76,0.805,4.152,ENST00000371893,ENCODE,No
ZNF622,K562,chr6:44148520-44148581;+,13.76,0.805,4.152,ENST00000533121,ENCODE,No
DDX3X,HepG2,chr6:44134682-44134734;+,13.368,0.888,4.756,ENST00000259746,ENCODE,No
DDX3X,HepG2,chr6:44134682-44134734;+,13.368,0.888,4.756,ENST00000323267,ENCODE,No
DDX3X,HepG2,chr6:44134682-44134734;+,13.368,0.888,4.756,ENST00000532634,ENCODE,No
UPF1,K562,chr6:44154969-44155086;+,13.324,0.746,1.611,ENST00000533121,ENCODE,No
UPF1,K562,chr6:44154969-44155086;+,13.324,0.746,1.611,ENST00000323267,ENCODE,No
UPF1,K562,chr6:44154969-44155086;+,13.324,0.746,1.611,ENST00000259746,ENCODE,No
UPF1,K562,chr6:44154969-44155086;+,13.324,0.746,1.611,ENST00000371893,ENCODE,No
FAM120A,K562,chr6:44154974-44155174;+,13.127,0.757,1.46,ENST00000533121,ENCODE,No
FAM120A,K562,chr6:44154974-44155174;+,13.127,0.757,1.46,ENST00000323267,ENCODE,No
FAM120A,K562,chr6:44154974-44155174;+,13.127,0.757,1.46,ENST00000259746,ENCODE,No
FAM120A,K562,chr6:44154974-44155174;+,13.127,0.757,1.46,ENST00000371893,ENCODE,No
PCBP2,HepG2,chr6:44139248-44139314;+,12.897,0.012,-0.385,ENST00000259746,ENCODE,No
PCBP2,HepG2,chr6:44139248-44139314;+,12.897,0.012,-0.385,ENST00000323267,ENCODE,No
PCBP2,HepG2,chr6:44139248-44139314;+,12.897,0.012,-0.385,ENST00000371893,ENCODE,No
PCBP2,HepG2,chr6:44139248-44139314;+,12.897,0.012,-0.385,ENST00000497371,ENCODE,No
PCBP2,HepG2,chr6:44139248-44139314;+,12.897,0.012,-0.385,ENST00000525294,ENCODE,No
PCBP2,HepG2,chr6:44139248-44139314;+,12.897,0.012,-0.385,ENST00000525873,ENCODE,No
PCBP2,HepG2,chr6:44139248-44139314;+,12.897,0.012,-0.385,ENST00000527188,ENCODE,No
PCBP2,HepG2,chr6:44139248-44139314;+,12.897,0.012,-0.385,ENST00000532634,ENCODE,No
PCBP2,HepG2,chr6:44139248-44139314;+,12.897,0.012,-0.385,ENST00000534326,ENCODE,No
HNRNPL,HepG2,chr6:44152989-44153091;+,12.887,0.005,-0.202,ENST00000259746,ENCODE,No
HNRNPL,HepG2,chr6:44152989-44153091;+,12.887,0.005,-0.202,ENST00000323267,ENCODE,No
HNRNPL,HepG2,chr6:44152989-44153091;+,12.887,0.005,-0.202,ENST00000371893,ENCODE,No
HNRNPL,HepG2,chr6:44152989-44153091;+,12.887,0.005,-0.202,ENST00000533121,ENCODE,No
ZNF622,K562,chr6:44146858-44146905;+,12.828,0.872,3.954,ENST00000259746,ENCODE,No
ZNF622,K562,chr6:44146858-44146905;+,12.828,0.872,3.954,ENST00000323267,ENCODE,No
ZNF622,K562,chr6:44146858-44146905;+,12.828,0.872,3.954,ENST00000371893,ENCODE,No
ZNF622,K562,chr6:44146858-44146905;+,12.828,0.872,3.954,ENST00000533121,ENCODE,No
PABPC4,K562,chr6:44154876-44154932;+,12.778,0.709,2.087,ENST00000533121,ENCODE,No
RBFOX2,HepG2,chr6:44151735-44151814;+,12.761,0.11,0.121,ENST00000259746,ENCODE,No
RBFOX2,HepG2,chr6:44151735-44151814;+,12.761,0.11,0.121,ENST00000323267,ENCODE,No
RBFOX2,HepG2,chr6:44151735-44151814;+,12.761,0.11,0.121,ENST00000371893,ENCODE,No
RBFOX2,HepG2,chr6:44151735-44151814;+,12.761,0.11,0.121,ENST00000533121,ENCODE,No
AQR,K562,chr6:44141033-44141052;+,12.494,0.871,4.801,ENST00000259746,ENCODE,No
AQR,K562,chr6:44141033-44141052;+,12.494,0.871,4.801,ENST00000323267,ENCODE,No
AQR,K562,chr6:44141033-44141052;+,12.494,0.871,4.801,ENST00000371893,ENCODE,No
AQR,K562,chr6:44141033-44141052;+,12.494,0.871,4.801,ENST00000533121,ENCODE,No
HNRNPL,HepG2,chr6:44132716-44132779;+,12.24,0.003,-0.139,ENST00000259746,ENCODE,No
HNRNPL,HepG2,chr6:44132716-44132779;+,12.24,0.003,-0.139,ENST00000323267,ENCODE,No
HNRNPL,HepG2,chr6:44132716-44132779;+,12.24,0.003,-0.139,ENST00000525294,ENCODE,No
HNRNPL,HepG2,chr6:44132716-44132779;+,12.24,0.003,-0.139,ENST00000532634,ENCODE,No
HNRNPL,HepG2,chr6:44132716-44132779;+,12.24,0.003,-0.139,ENST00000534326,ENCODE,No
UCHL5,K562,chr6:44148518-44148594;+,12.123,0.779,4.012,ENST00000259746,ENCODE,No
UCHL5,K562,chr6:44148518-44148594;+,12.123,0.779,4.012,ENST00000323267,ENCODE,No
UCHL5,K562,chr6:44148518-44148594;+,12.123,0.779,4.012,ENST00000371893,ENCODE,No
UCHL5,K562,chr6:44148518-44148594;+,12.123,0.779,4.012,ENST00000533121,ENCODE,No
EFTUD2,HepG2,chr6:44135139-44135194;+,12.115,0.011,0.121,ENST00000259746,ENCODE,No
EFTUD2,HepG2,chr6:44135139-44135194;+,12.115,0.011,0.121,ENST00000323267,ENCODE,No
EFTUD2,HepG2,chr6:44135139-44135194;+,12.115,0.011,0.121,ENST00000371893,ENCODE,No
EFTUD2,HepG2,chr6:44135139-44135194;+,12.115,0.011,0.121,ENST00000525294,ENCODE,No
EFTUD2,HepG2,chr6:44135139-44135194;+,12.115,0.011,0.121,ENST00000532634,ENCODE,No
EFTUD2,HepG2,chr6:44135139-44135194;+,12.115,0.011,0.121,ENST00000534326,ENCODE,No
UPF1,K562,chr6:44155386-44155474;+,12.069,0.647,1.328,ENST00000533121,ENCODE,No
UPF1,K562,chr6:44155386-44155474;+,12.069,0.647,1.328,ENST00000323267,ENCODE,No
UPF1,K562,chr6:44155386-44155474;+,12.069,0.647,1.328,ENST00000259746,ENCODE,No
UPF1,K562,chr6:44155386-44155474;+,12.069,0.647,1.328,ENST00000371893,ENCODE,No
PTBP1,HepG2,chr6:44139186-44139248;+,11.978,0.005,-0.593,ENST00000259746,ENCODE,No
PTBP1,HepG2,chr6:44139186-44139248;+,11.978,0.005,-0.593,ENST00000323267,ENCODE,No
PTBP1,HepG2,chr6:44139186-44139248;+,11.978,0.005,-0.593,ENST00000371893,ENCODE,No
PTBP1,HepG2,chr6:44139186-44139248;+,11.978,0.005,-0.593,ENST00000497371,ENCODE,No
PTBP1,HepG2,chr6:44139186-44139248;+,11.978,0.005,-0.593,ENST00000525294,ENCODE,No
PTBP1,HepG2,chr6:44139186-44139248;+,11.978,0.005,-0.593,ENST00000525873,ENCODE,No
PTBP1,HepG2,chr6:44139186-44139248;+,11.978,0.005,-0.593,ENST00000527188,ENCODE,No
PTBP1,HepG2,chr6:44139186-44139248;+,11.978,0.005,-0.593,ENST00000532634,ENCODE,No
PTBP1,HepG2,chr6:44139186-44139248;+,11.978,0.005,-0.593,ENST00000534326,ENCODE,No
UTP3,K562,chr6:44151799-44151834;+,11.934,0.388,0.95,ENST00000259746,ENCODE,No
UTP3,K562,chr6:44151799-44151834;+,11.934,0.388,0.95,ENST00000323267,ENCODE,No
UTP3,K562,chr6:44151799-44151834;+,11.934,0.388,0.95,ENST00000371893,ENCODE,No
UTP3,K562,chr6:44151799-44151834;+,11.934,0.388,0.95,ENST00000533121,ENCODE,No
UTP3,K562,chr6:44152040-44152062;+,11.718,0.327,0.74,ENST00000259746,ENCODE,No
UTP3,K562,chr6:44152040-44152062;+,11.718,0.327,0.74,ENST00000323267,ENCODE,No
UTP3,K562,chr6:44152040-44152062;+,11.718,0.327,0.74,ENST00000371893,ENCODE,No
UTP3,K562,chr6:44152040-44152062;+,11.718,0.327,0.74,ENST00000533121,ENCODE,No
RBFOX2,K562,chr6:44155342-44155465;+,11.385,0.631,1.281,ENST00000533121,ENCODE,No
RBFOX2,K562,chr6:44155342-44155465;+,11.385,0.631,1.281,ENST00000323267,ENCODE,No
RBFOX2,K562,chr6:44155342-44155465;+,11.385,0.631,1.281,ENST00000259746,ENCODE,No
RBFOX2,K562,chr6:44155342-44155465;+,11.385,0.631,1.281,ENST00000371893,ENCODE,No
AGGF1,K562,chr6:44132749-44132835;+,11.292,0.001,-0.106,ENST00000259746,ENCODE,No
AGGF1,K562,chr6:44132749-44132835;+,11.292,0.001,-0.106,ENST00000323267,ENCODE,No
AGGF1,K562,chr6:44132749-44132835;+,11.292,0.001,-0.106,ENST00000525294,ENCODE,No
AGGF1,K562,chr6:44132749-44132835;+,11.292,0.001,-0.106,ENST00000532634,ENCODE,No
AGGF1,K562,chr6:44132749-44132835;+,11.292,0.001,-0.106,ENST00000534326,ENCODE,No
QKI,HepG2,chr6:44153201-44153276;+,11.278,0.036,-0.142,ENST00000259746,ENCODE,No
QKI,HepG2,chr6:44153201-44153276;+,11.278,0.036,-0.142,ENST00000323267,ENCODE,No
QKI,HepG2,chr6:44153201-44153276;+,11.278,0.036,-0.142,ENST00000371893,ENCODE,No
QKI,HepG2,chr6:44153201-44153276;+,11.278,0.036,-0.142,ENST00000533121,ENCODE,No
RBFOX2,HepG2,chr6:44155051-44155115;+,11.262,0.904,1.99,ENST00000533121,ENCODE,No
RBFOX2,HepG2,chr6:44155051-44155115;+,11.262,0.904,1.99,ENST00000323267,ENCODE,No
RBFOX2,HepG2,chr6:44155051-44155115;+,11.262,0.904,1.99,ENST00000259746,ENCODE,No
RBFOX2,HepG2,chr6:44155051-44155115;+,11.262,0.904,1.99,ENST00000371893,ENCODE,No
RBFOX2,K562,chr6:44151736-44151834;+,11.203,0.203,0.387,ENST00000259746,ENCODE,No
RBFOX2,K562,chr6:44151736-44151834;+,11.203,0.203,0.387,ENST00000323267,ENCODE,No
RBFOX2,K562,chr6:44151736-44151834;+,11.203,0.203,0.387,ENST00000371893,ENCODE,No
RBFOX2,K562,chr6:44151736-44151834;+,11.203,0.203,0.387,ENST00000533121,ENCODE,No
UTP3,K562,chr6:44149387-44149412;+,10.995,0,-0.625,ENST00000259746,ENCODE,No
UTP3,K562,chr6:44149387-44149412;+,10.995,0,-0.625,ENST00000323267,ENCODE,No
UTP3,K562,chr6:44149387-44149412;+,10.995,0,-0.625,ENST00000371893,ENCODE,No
UTP3,K562,chr6:44149387-44149412;+,10.995,0,-0.625,ENST00000533121,ENCODE,No
ZNF622,K562,chr6:44146846-44146858;+,10.966,0.998,4.785,ENST00000259746,ENCODE,No
ZNF622,K562,chr6:44146846-44146858;+,10.966,0.998,4.785,ENST00000323267,ENCODE,No
