RBP,Cell & tissue typeHepG2K562,RBS location,Score,PhastCons score,PhyloP score,Transcript ID,Data accession,Overexpression Info
UPF1,K562,chr19:541768-541816;+,18.057,0,-0.473,ENST00000606065,ENCODE,No
UPF1,K562,chr19:541768-541816;+,18.057,0,-0.473,ENST00000586283,ENCODE,No
UPF1,K562,chr19:541768-541816;+,18.057,0,-0.473,ENST00000215574,ENCODE,No
UPF1,K562,chr19:541896-541954;+,17.589,0.092,-0.521,ENST00000606065,ENCODE,No
UPF1,K562,chr19:541896-541954;+,17.589,0.092,-0.521,ENST00000586283,ENCODE,No
UPF1,K562,chr19:541896-541954;+,17.589,0.092,-0.521,ENST00000215574,ENCODE,No
UPF1,K562,chr19:541816-541877;+,16.918,0.004,-0.695,ENST00000606065,ENCODE,No
UPF1,K562,chr19:541816-541877;+,16.918,0.004,-0.695,ENST00000586283,ENCODE,No
UPF1,K562,chr19:541816-541877;+,16.918,0.004,-0.695,ENST00000215574,ENCODE,No
PABPC4,K562,chr19:541762-541826;+,16.904,0,-0.509,ENST00000606065,ENCODE,No
PABPC4,K562,chr19:541762-541826;+,16.904,0,-0.509,ENST00000586283,ENCODE,No
PABPC4,K562,chr19:541762-541826;+,16.904,0,-0.509,ENST00000215574,ENCODE,No
UPF1,K562,chr19:541954-542007;+,15.92,0.015,-0.478,ENST00000606065,ENCODE,No
UPF1,K562,chr19:541954-542007;+,15.92,0.015,-0.478,ENST00000586283,ENCODE,No
UPF1,K562,chr19:541954-542007;+,15.92,0.015,-0.478,ENST00000215574,ENCODE,No
DDX3X,HepG2,chr19:532010-532038;+,15.645,0.893,2.435,ENST00000215574,ENCODE,No
UTP3,K562,chr19:539869-539905;+,14.881,0.003,-0.634,ENST00000215574,ENCODE,No
UTP3,K562,chr19:539869-539905;+,14.881,0.003,-0.634,ENST00000586283,ENCODE,No
UTP3,K562,chr19:539869-539905;+,14.881,0.003,-0.634,ENST00000606065,ENCODE,No
UTP3,K562,chr19:539869-539905;+,14.881,0.003,-0.634,ENST00000606400,ENCODE,No
UTP3,K562,chr19:539869-539905;+,14.881,0.003,-0.634,ENST00000607527,ENCODE,No
YBX3,K562,chr19:536252-536309;+,14.596,0.835,4.801,ENST00000215574,ENCODE,No
YBX3,K562,chr19:536252-536309;+,14.596,0.835,4.801,ENST00000586283,ENCODE,No
YBX3,K562,chr19:536252-536309;+,14.596,0.835,4.801,ENST00000606065,ENCODE,No
TARDBP,K562,chr19:538022-538111;+,14.144,0.105,0.034,ENST00000215574,ENCODE,No
TARDBP,K562,chr19:538022-538111;+,14.144,0.105,0.034,ENST00000586283,ENCODE,No
TARDBP,K562,chr19:538022-538111;+,14.144,0.105,0.034,ENST00000606065,ENCODE,No
TARDBP,K562,chr19:538022-538111;+,14.144,0.105,0.034,ENST00000606400,ENCODE,No
TARDBP,K562,chr19:538022-538111;+,14.144,0.105,0.034,ENST00000607527,ENCODE,No
UPF1,K562,chr19:541777-541858;+,13.961,0.001,-0.532,ENST00000606065,ENCODE,No
UPF1,K562,chr19:541777-541858;+,13.961,0.001,-0.532,ENST00000586283,ENCODE,No
UPF1,K562,chr19:541777-541858;+,13.961,0.001,-0.532,ENST00000215574,ENCODE,No
YBX3,K562,chr19:536252-536304;+,13.788,0.838,4.835,ENST00000215574,ENCODE,No
YBX3,K562,chr19:536252-536304;+,13.788,0.838,4.835,ENST00000586283,ENCODE,No
YBX3,K562,chr19:536252-536304;+,13.788,0.838,4.835,ENST00000606065,ENCODE,No
GEMIN5,K562,chr19:531948-532005;+,13.741,0.962,3.25,ENST00000215574,ENCODE,No
TARDBP,K562,chr19:538174-538224;+,13.48,0.014,-0.086,ENST00000215574,ENCODE,No
TARDBP,K562,chr19:538174-538224;+,13.48,0.014,-0.086,ENST00000586283,ENCODE,No
TARDBP,K562,chr19:538174-538224;+,13.48,0.014,-0.086,ENST00000606065,ENCODE,No
TARDBP,K562,chr19:538174-538224;+,13.48,0.014,-0.086,ENST00000606400,ENCODE,No
TARDBP,K562,chr19:538174-538224;+,13.48,0.014,-0.086,ENST00000607527,ENCODE,No
YBX3,K562,chr19:532042-532085;+,13.325,0.891,3.468,ENST00000215574,ENCODE,No
YBX3,K562,chr19:532042-532085;+,13.325,0.891,3.468,ENST00000586283,ENCODE,No
HNRNPK,HepG2,chr19:534439-534542;+,12.921,0.001,-0.593,ENST00000215574,ENCODE,No
HNRNPK,HepG2,chr19:534439-534542;+,12.921,0.001,-0.593,ENST00000586283,ENCODE,No
HNRNPK,HepG2,chr19:534439-534542;+,12.921,0.001,-0.593,ENST00000586788,ENCODE,No
HNRNPK,HepG2,chr19:534439-534542;+,12.921,0.001,-0.593,ENST00000607527,ENCODE,No
LARP4,HepG2,chr19:541821-541869;+,12.854,0.001,-0.73,ENST00000606065,ENCODE,No
LARP4,HepG2,chr19:541821-541869;+,12.854,0.001,-0.73,ENST00000586283,ENCODE,No
LARP4,HepG2,chr19:541821-541869;+,12.854,0.001,-0.73,ENST00000215574,ENCODE,No
UTP3,K562,chr19:541381-541434;+,12.617,0.867,4.154,ENST00000215574,ENCODE,No
UTP3,K562,chr19:541381-541434;+,12.617,0.867,4.154,ENST00000607527,ENCODE,No
AKAP1,K562,chr19:541701-541806;+,12.493,0.002,-0.638,ENST00000606065,ENCODE,No
AKAP1,K562,chr19:541701-541806;+,12.493,0.002,-0.638,ENST00000586283,ENCODE,No
AKAP1,K562,chr19:541701-541806;+,12.493,0.002,-0.638,ENST00000215574,ENCODE,No
TARDBP,K562,chr19:538224-538282;+,12.464,0.03,-0.143,ENST00000215574,ENCODE,No
TARDBP,K562,chr19:538224-538282;+,12.464,0.03,-0.143,ENST00000586283,ENCODE,No
TARDBP,K562,chr19:538224-538282;+,12.464,0.03,-0.143,ENST00000606065,ENCODE,No
TARDBP,K562,chr19:538224-538282;+,12.464,0.03,-0.143,ENST00000606400,ENCODE,No
TARDBP,K562,chr19:538224-538282;+,12.464,0.03,-0.143,ENST00000607527,ENCODE,No
EIF4G2,K562,chr19:538176-538279;+,12.213,0.022,-0.104,ENST00000215574,ENCODE,No
EIF4G2,K562,chr19:538176-538279;+,12.213,0.022,-0.104,ENST00000586283,ENCODE,No
EIF4G2,K562,chr19:538176-538279;+,12.213,0.022,-0.104,ENST00000606065,ENCODE,No
EIF4G2,K562,chr19:538176-538279;+,12.213,0.022,-0.104,ENST00000606400,ENCODE,No
EIF4G2,K562,chr19:538176-538279;+,12.213,0.022,-0.104,ENST00000607527,ENCODE,No
UTP3,K562,chr19:538196-538235;+,11.981,0.001,-0.384,ENST00000215574,ENCODE,No
UTP3,K562,chr19:538196-538235;+,11.981,0.001,-0.384,ENST00000586283,ENCODE,No
UTP3,K562,chr19:538196-538235;+,11.981,0.001,-0.384,ENST00000606065,ENCODE,No
UTP3,K562,chr19:538196-538235;+,11.981,0.001,-0.384,ENST00000606400,ENCODE,No
UTP3,K562,chr19:538196-538235;+,11.981,0.001,-0.384,ENST00000607527,ENCODE,No
BUD13,HepG2,chr19:537154-537241;+,11.744,0.026,-0.611,ENST00000215574,ENCODE,No
BUD13,HepG2,chr19:537154-537241;+,11.744,0.026,-0.611,ENST00000586283,ENCODE,No
BUD13,HepG2,chr19:537154-537241;+,11.744,0.026,-0.611,ENST00000606065,ENCODE,No
BUD13,HepG2,chr19:537154-537241;+,11.744,0.026,-0.611,ENST00000606400,ENCODE,No
BUD13,HepG2,chr19:537154-537241;+,11.744,0.026,-0.611,ENST00000607527,ENCODE,No
RPS3,HepG2,chr19:531781-531900;+,11.496,0.007,-0.375,ENST00000215574,ENCODE,No
TARDBP,K562,chr19:537999-538109;+,11.411,0.085,-0.045,ENST00000215574,ENCODE,No
TARDBP,K562,chr19:537999-538109;+,11.411,0.085,-0.045,ENST00000586283,ENCODE,No
TARDBP,K562,chr19:537999-538109;+,11.411,0.085,-0.045,ENST00000606065,ENCODE,No
TARDBP,K562,chr19:537999-538109;+,11.411,0.085,-0.045,ENST00000606400,ENCODE,No
TARDBP,K562,chr19:537999-538109;+,11.411,0.085,-0.045,ENST00000607527,ENCODE,No
HNRNPK,HepG2,chr19:539320-539418;+,11.141,0.002,-0.638,ENST00000215574,ENCODE,No
HNRNPK,HepG2,chr19:539320-539418;+,11.141,0.002,-0.638,ENST00000586283,ENCODE,No
HNRNPK,HepG2,chr19:539320-539418;+,11.141,0.002,-0.638,ENST00000606065,ENCODE,No
HNRNPK,HepG2,chr19:539320-539418;+,11.141,0.002,-0.638,ENST00000606400,ENCODE,No
HNRNPK,HepG2,chr19:539320-539418;+,11.141,0.002,-0.638,ENST00000607527,ENCODE,No
DDX59,HepG2,chr19:532373-532462;+,10.312,0,-1.385,ENST00000215574,ENCODE,No
DDX59,HepG2,chr19:532373-532462;+,10.312,0,-1.385,ENST00000586283,ENCODE,No
DDX59,HepG2,chr19:532373-532462;+,10.312,0,-1.385,ENST00000586788,ENCODE,No
DDX59,HepG2,chr19:532373-532462;+,10.312,0,-1.385,ENST00000607527,ENCODE,No
EIF4G2,K562,chr19:538188-538276;+,10.226,0.021,-0.119,ENST00000215574,ENCODE,No
EIF4G2,K562,chr19:538188-538276;+,10.226,0.021,-0.119,ENST00000586283,ENCODE,No
EIF4G2,K562,chr19:538188-538276;+,10.226,0.021,-0.119,ENST00000606065,ENCODE,No
EIF4G2,K562,chr19:538188-538276;+,10.226,0.021,-0.119,ENST00000606400,ENCODE,No
EIF4G2,K562,chr19:538188-538276;+,10.226,0.021,-0.119,ENST00000607527,ENCODE,No
TIA1,HepG2,chr19:541659-541822;+,9.907,0.003,-0.515,ENST00000606065,ENCODE,No
TIA1,HepG2,chr19:541659-541822;+,9.907,0.003,-0.515,ENST00000586283,ENCODE,No
TIA1,HepG2,chr19:541659-541822;+,9.907,0.003,-0.515,ENST00000215574,ENCODE,No
LARP4,HepG2,chr19:541493-541528;+,9.464,0.858,3.543,ENST00000215574,ENCODE,No
LARP4,HepG2,chr19:541493-541528;+,9.464,0.858,3.543,ENST00000607527,ENCODE,No
HNRNPK,HepG2,chr19:534407-534507;+,9.064,0.002,-0.567,ENST00000215574,ENCODE,No
HNRNPK,HepG2,chr19:534407-534507;+,9.064,0.002,-0.567,ENST00000586283,ENCODE,No
HNRNPK,HepG2,chr19:534407-534507;+,9.064,0.002,-0.567,ENST00000586788,ENCODE,No
HNRNPK,HepG2,chr19:534407-534507;+,9.064,0.002,-0.567,ENST00000607527,ENCODE,No
PUM1,K562,chr19:531728-531832;+,9.013,0.119,-0.481,ENST00000215574,ENCODE,No
DDX59,HepG2,chr19:533181-533243;+,8.89,0.001,-0.814,ENST00000215574,ENCODE,No
DDX59,HepG2,chr19:533181-533243;+,8.89,0.001,-0.814,ENST00000586283,ENCODE,No
DDX59,HepG2,chr19:533181-533243;+,8.89,0.001,-0.814,ENST00000586788,ENCODE,No
DDX59,HepG2,chr19:533181-533243;+,8.89,0.001,-0.814,ENST00000607527,ENCODE,No
DDX55,HepG2,chr19:541760-541805;+,8.862,0,-0.864,ENST00000606065,ENCODE,No
DDX55,HepG2,chr19:541760-541805;+,8.862,0,-0.864,ENST00000586283,ENCODE,No
DDX55,HepG2,chr19:541760-541805;+,8.862,0,-0.864,ENST00000215574,ENCODE,No
TIAL1,HepG2,chr19:541672-541772;+,8.645,0.003,-0.6,ENST00000606065,ENCODE,No
TIAL1,HepG2,chr19:541672-541772;+,8.645,0.003,-0.6,ENST00000586283,ENCODE,No
TIAL1,HepG2,chr19:541672-541772;+,8.645,0.003,-0.6,ENST00000215574,ENCODE,No
DDX59,HepG2,chr19:534122-534185;+,8.621,0.005,-0.305,ENST00000215574,ENCODE,No
DDX59,HepG2,chr19:534122-534185;+,8.621,0.005,-0.305,ENST00000586283,ENCODE,No
DDX59,HepG2,chr19:534122-534185;+,8.621,0.005,-0.305,ENST00000586788,ENCODE,No
DDX59,HepG2,chr19:534122-534185;+,8.621,0.005,-0.305,ENST00000607527,ENCODE,No
DDX3X,HepG2,chr19:531982-532031;+,8.577,0.914,2.996,ENST00000215574,ENCODE,No
HNRNPK,HepG2,chr19:534542-534620;+,8.48,0.005,-0.643,ENST00000215574,ENCODE,No
HNRNPK,HepG2,chr19:534542-534620;+,8.48,0.005,-0.643,ENST00000586283,ENCODE,No
HNRNPK,HepG2,chr19:534542-534620;+,8.48,0.005,-0.643,ENST00000586788,ENCODE,No
HNRNPK,HepG2,chr19:534542-534620;+,8.48,0.005,-0.643,ENST00000607527,ENCODE,No
EIF4G2,K562,chr19:538341-538426;+,8.47,0.294,0.058,ENST00000215574,ENCODE,No
EIF4G2,K562,chr19:538341-538426;+,8.47,0.294,0.058,ENST00000586283,ENCODE,No
EIF4G2,K562,chr19:538341-538426;+,8.47,0.294,0.058,ENST00000606065,ENCODE,No
EIF4G2,K562,chr19:538341-538426;+,8.47,0.294,0.058,ENST00000606400,ENCODE,No
EIF4G2,K562,chr19:538341-538426;+,8.47,0.294,0.058,ENST00000607527,ENCODE,No
YBX3,K562,chr19:532042-532056;+,8.198,0.899,3.812,ENST00000215574,ENCODE,No
YBX3,K562,chr19:532042-532056;+,8.198,0.899,3.812,ENST00000586283,ENCODE,No
TARDBP,K562,chr19:538172-538223;+,8.123,0.018,-0.055,ENST00000215574,ENCODE,No
TARDBP,K562,chr19:538172-538223;+,8.123,0.018,-0.055,ENST00000586283,ENCODE,No
TARDBP,K562,chr19:538172-538223;+,8.123,0.018,-0.055,ENST00000606065,ENCODE,No
TARDBP,K562,chr19:538172-538223;+,8.123,0.018,-0.055,ENST00000606400,ENCODE,No
TARDBP,K562,chr19:538172-538223;+,8.123,0.018,-0.055,ENST00000607527,ENCODE,No
NONO,K562,chr19:539817-539891;+,8.1,0.002,-0.465,ENST00000215574,ENCODE,No
NONO,K562,chr19:539817-539891;+,8.1,0.002,-0.465,ENST00000586283,ENCODE,No
NONO,K562,chr19:539817-539891;+,8.1,0.002,-0.465,ENST00000606065,ENCODE,No
NONO,K562,chr19:539817-539891;+,8.1,0.002,-0.465,ENST00000606400,ENCODE,No
NONO,K562,chr19:539817-539891;+,8.1,0.002,-0.465,ENST00000607527,ENCODE,No
HNRNPK,HepG2,chr19:534507-534589;+,8.099,0.005,-0.786,ENST00000215574,ENCODE,No
HNRNPK,HepG2,chr19:534507-534589;+,8.099,0.005,-0.786,ENST00000586283,ENCODE,No
HNRNPK,HepG2,chr19:534507-534589;+,8.099,0.005,-0.786,ENST00000586788,ENCODE,No
HNRNPK,HepG2,chr19:534507-534589;+,8.099,0.005,-0.786,ENST00000607527,ENCODE,No
DDX59,HepG2,chr19:532349-532414;+,8.084,0,-1.27,ENST00000215574,ENCODE,No
DDX59,HepG2,chr19:532349-532414;+,8.084,0,-1.27,ENST00000586283,ENCODE,No
DDX59,HepG2,chr19:532349-532414;+,8.084,0,-1.27,ENST00000586788,ENCODE,No
DDX59,HepG2,chr19:532349-532414;+,8.084,0,-1.27,ENST00000607527,ENCODE,No
PCBP1,K562,chr19:541895-541977;+,8.06,0.065,-0.592,ENST00000606065,ENCODE,No
PCBP1,K562,chr19:541895-541977;+,8.06,0.065,-0.592,ENST00000586283,ENCODE,No
PCBP1,K562,chr19:541895-541977;+,8.06,0.065,-0.592,ENST00000215574,ENCODE,No
NONO,K562,chr19:540893-540965;+,8.058,0.014,-0.347,ENST00000215574,ENCODE,No
NONO,K562,chr19:540893-540965;+,8.058,0.014,-0.347,ENST00000586283,ENCODE,No
NONO,K562,chr19:540893-540965;+,8.058,0.014,-0.347,ENST00000606065,ENCODE,No
NONO,K562,chr19:540893-540965;+,8.058,0.014,-0.347,ENST00000606400,ENCODE,No
NONO,K562,chr19:540893-540965;+,8.058,0.014,-0.347,ENST00000607527,ENCODE,No
UPF1,K562,chr19:541585-541616;+,8.048,0.081,0.553,ENST00000606065,ENCODE,No
UPF1,K562,chr19:541585-541616;+,8.048,0.081,0.553,ENST00000586283,ENCODE,No
UPF1,K562,chr19:541585-541616;+,8.048,0.081,0.553,ENST00000215574,ENCODE,No
UPF1,HepG2,chr19:541585-541605;+,8.026,0.111,0.611,ENST00000606065,ENCODE,No
UPF1,HepG2,chr19:541585-541605;+,8.026,0.111,0.611,ENST00000586283,ENCODE,No
UPF1,HepG2,chr19:541585-541605;+,8.026,0.111,0.611,ENST00000215574,ENCODE,No
LARP4,HepG2,chr19:541920-541952;+,7.971,0.166,-0.5,ENST00000606065,ENCODE,No
LARP4,HepG2,chr19:541920-541952;+,7.971,0.166,-0.5,ENST00000586283,ENCODE,No
LARP4,HepG2,chr19:541920-541952;+,7.971,0.166,-0.5,ENST00000215574,ENCODE,No
LIN28B,K562,chr19:531973-532008;+,7.877,0.958,3.411,ENST00000215574,ENCODE,No
UPF1,K562,chr19:541636-541661;+,7.858,0.002,0.128,ENST00000606065,ENCODE,No
UPF1,K562,chr19:541636-541661;+,7.858,0.002,0.128,ENST00000586283,ENCODE,No
UPF1,K562,chr19:541636-541661;+,7.858,0.002,0.128,ENST00000215574,ENCODE,No
LARP4,HepG2,chr19:541781-541845;+,7.788,0,-0.53,ENST00000606065,ENCODE,No
LARP4,HepG2,chr19:541781-541845;+,7.788,0,-0.53,ENST00000586283,ENCODE,No
LARP4,HepG2,chr19:541781-541845;+,7.788,0,-0.53,ENST00000215574,ENCODE,No
HNRNPK,K562,chr19:539371-539477;+,7.76,0.003,-0.618,ENST00000215574,ENCODE,No
HNRNPK,K562,chr19:539371-539477;+,7.76,0.003,-0.618,ENST00000586283,ENCODE,No
HNRNPK,K562,chr19:539371-539477;+,7.76,0.003,-0.618,ENST00000606065,ENCODE,No
HNRNPK,K562,chr19:539371-539477;+,7.76,0.003,-0.618,ENST00000606400,ENCODE,No
HNRNPK,K562,chr19:539371-539477;+,7.76,0.003,-0.618,ENST00000607527,ENCODE,No
LARP4,HepG2,chr19:541465-541520;+,7.747,0.857,3.576,ENST00000215574,ENCODE,No
LARP4,HepG2,chr19:541465-541520;+,7.747,0.857,3.576,ENST00000607527,ENCODE,No
TIA1,K562,chr19:541677-541709;+,7.614,0.004,-0.154,ENST00000606065,ENCODE,No
TIA1,K562,chr19:541677-541709;+,7.614,0.004,-0.154,ENST00000586283,ENCODE,No
TIA1,K562,chr19:541677-541709;+,7.614,0.004,-0.154,ENST00000215574,ENCODE,No
DDX55,K562,chr19:541921-541962;+,7.553,0.13,-0.363,ENST00000606065,ENCODE,No
DDX55,K562,chr19:541921-541962;+,7.553,0.13,-0.363,ENST00000586283,ENCODE,No
DDX55,K562,chr19:541921-541962;+,7.553,0.13,-0.363,ENST00000215574,ENCODE,No
RBM15,K562,chr19:541480-541549;+,7.441,0.811,3.751,ENST00000215574,ENCODE,No
RBM15,K562,chr19:541480-541549;+,7.441,0.811,3.751,ENST00000607527,ENCODE,No
XPO5,HepG2,chr19:539142-539248;+,7.4,0,-0.825,ENST00000215574,ENCODE,No
XPO5,HepG2,chr19:539142-539248;+,7.4,0,-0.825,ENST00000586283,ENCODE,No
XPO5,HepG2,chr19:539142-539248;+,7.4,0,-0.825,ENST00000606065,ENCODE,No
XPO5,HepG2,chr19:539142-539248;+,7.4,0,-0.825,ENST00000606400,ENCODE,No
XPO5,HepG2,chr19:539142-539248;+,7.4,0,-0.825,ENST00000607527,ENCODE,No
NONO,K562,chr19:538768-538835;+,7.358,0.002,-0.688,ENST00000215574,ENCODE,No
NONO,K562,chr19:538768-538835;+,7.358,0.002,-0.688,ENST00000586283,ENCODE,No
NONO,K562,chr19:538768-538835;+,7.358,0.002,-0.688,ENST00000606065,ENCODE,No
NONO,K562,chr19:538768-538835;+,7.358,0.002,-0.688,ENST00000606400,ENCODE,No
NONO,K562,chr19:538768-538835;+,7.358,0.002,-0.688,ENST00000607527,ENCODE,No
