RBP,Cell & tissue typeHepG2K562adrenal gland,RBS location,Score,PhastCons score,PhyloP score,Transcript ID,Data accession,Overexpression Info
UTP3,K562,chr17:4304767-4304774;-,10.053,0,-0.309,ENST00000572484,ENCODE,No
UTP3,K562,chr17:4304767-4304774;-,10.053,0,-0.309,ENST00000574059,ENCODE,No
UTP3,K562,chr17:4304767-4304774;-,10.053,0,-0.309,ENST00000574633,ENCODE,No
PCBP2,HepG2,chr17:4294915-4294977;-,9.615,0.001,-0.402,ENST00000396981,ENCODE,No
PCBP2,HepG2,chr17:4294915-4294977;-,9.615,0.001,-0.402,ENST00000571953,ENCODE,No
PCBP2,HepG2,chr17:4294915-4294977;-,9.615,0.001,-0.402,ENST00000571980,ENCODE,No
PCBP2,HepG2,chr17:4294915-4294977;-,9.615,0.001,-0.402,ENST00000572484,ENCODE,No
PCBP2,HepG2,chr17:4294915-4294977;-,9.615,0.001,-0.402,ENST00000574633,ENCODE,No
XPO5,HepG2,chr17:4352246-4352299;-,9.563,0.009,-0.116,ENST00000396981,ENCODE,No
XPO5,HepG2,chr17:4352246-4352299;-,9.563,0.009,-0.116,ENST00000571980,ENCODE,No
XPO5,HepG2,chr17:4352246-4352299;-,9.563,0.009,-0.116,ENST00000572484,ENCODE,No
XPO5,HepG2,chr17:4352246-4352299;-,9.563,0.009,-0.116,ENST00000574633,ENCODE,No
FAM120A,K562,chr17:4271929-4272013;-,9.13,0.612,1.27,ENST00000396981,ENCODE,No
FAM120A,K562,chr17:4269697-4269771;-,9.088,0.425,0.727,ENST00000396981,ENCODE,No
UTP3,K562,chr17:4365345-4365350;-,9.031,0.198,0.793,ENST00000396981,ENCODE,No
UTP3,K562,chr17:4365345-4365350;-,9.031,0.198,0.793,ENST00000571980,ENCODE,No
UTP3,K562,chr17:4365345-4365350;-,9.031,0.198,0.793,ENST00000572484,ENCODE,No
UTP3,K562,chr17:4365345-4365350;-,9.031,0.198,0.793,ENST00000574633,ENCODE,No
UTP3,K562,chr17:4304774-4304801;-,8.978,0.002,-0.244,ENST00000396981,ENCODE,No
UTP3,K562,chr17:4304774-4304801;-,8.978,0.002,-0.244,ENST00000571953,ENCODE,No
UTP3,K562,chr17:4304774-4304801;-,8.978,0.002,-0.244,ENST00000571980,ENCODE,No
UTP3,K562,chr17:4304774-4304801;-,8.978,0.002,-0.244,ENST00000572484,ENCODE,No
UTP3,K562,chr17:4304774-4304801;-,8.978,0.002,-0.244,ENST00000574059,ENCODE,No
UTP3,K562,chr17:4304774-4304801;-,8.978,0.002,-0.244,ENST00000574633,ENCODE,No
NKRF,HepG2,chr17:4365349-4365409;-,8.856,0.863,1.706,ENST00000396981,ENCODE,No
NKRF,HepG2,chr17:4365349-4365409;-,8.856,0.863,1.706,ENST00000571980,ENCODE,No
NKRF,HepG2,chr17:4365349-4365409;-,8.856,0.863,1.706,ENST00000572484,ENCODE,No
NKRF,HepG2,chr17:4365349-4365409;-,8.856,0.863,1.706,ENST00000574633,ENCODE,No
TBRG4,HepG2,chr17:4342542-4342555;-,8.846,0.001,-0.145,ENST00000396981,ENCODE,No
TBRG4,HepG2,chr17:4342542-4342555;-,8.846,0.001,-0.145,ENST00000571980,ENCODE,No
TBRG4,HepG2,chr17:4342542-4342555;-,8.846,0.001,-0.145,ENST00000572484,ENCODE,No
TBRG4,HepG2,chr17:4342542-4342555;-,8.846,0.001,-0.145,ENST00000574059,ENCODE,No
TBRG4,HepG2,chr17:4342542-4342555;-,8.846,0.001,-0.145,ENST00000574633,ENCODE,No
UPF1,K562,chr17:4269694-4269767;-,8.79,0.398,0.731,ENST00000396981,ENCODE,No
DDX3X,K562,chr17:4366537-4366603;-,8.66,0.308,0.684,ENST00000572484,ENCODE,No
DDX3X,K562,chr17:4366537-4366603;-,8.66,0.308,0.684,ENST00000574633,ENCODE,No
DDX3X,K562,chr17:4366537-4366603;-,8.66,0.308,0.684,ENST00000571980,ENCODE,No
DDX3X,HepG2,chr17:4366458-4366591;-,8.577,0.339,0.658,ENST00000572484,ENCODE,No
DDX3X,HepG2,chr17:4366458-4366591;-,8.577,0.339,0.658,ENST00000574633,ENCODE,No
DDX3X,HepG2,chr17:4366458-4366591;-,8.577,0.339,0.658,ENST00000571980,ENCODE,No
SF3B1,K562,chr17:4270091-4270137;-,8.573,0.011,0.181,ENST00000396981,ENCODE,No
XRN2,HepG2,chr17:4365751-4365837;-,8.529,0.071,0.111,ENST00000396981,ENCODE,No
XRN2,HepG2,chr17:4365751-4365837;-,8.529,0.071,0.111,ENST00000571980,ENCODE,No
XRN2,HepG2,chr17:4365751-4365837;-,8.529,0.071,0.111,ENST00000572484,ENCODE,No
XRN2,HepG2,chr17:4365751-4365837;-,8.529,0.071,0.111,ENST00000574633,ENCODE,No
UTP3,K562,chr17:4334135-4334142;-,8.069,0.25,0.35,ENST00000396981,ENCODE,No
UTP3,K562,chr17:4334135-4334142;-,8.069,0.25,0.35,ENST00000571980,ENCODE,No
UTP3,K562,chr17:4334135-4334142;-,8.069,0.25,0.35,ENST00000572484,ENCODE,No
UTP3,K562,chr17:4334135-4334142;-,8.069,0.25,0.35,ENST00000574059,ENCODE,No
UTP3,K562,chr17:4334135-4334142;-,8.069,0.25,0.35,ENST00000574633,ENCODE,No
KHSRP,K562,chr17:4281156-4281317;-,8.007,0.099,0.225,ENST00000396981,ENCODE,No
KHSRP,K562,chr17:4281156-4281317;-,8.007,0.099,0.225,ENST00000571980,ENCODE,No
KHSRP,K562,chr17:4281156-4281317;-,8.007,0.099,0.225,ENST00000572484,ENCODE,No
KHSRP,K562,chr17:4281156-4281317;-,8.007,0.099,0.225,ENST00000574633,ENCODE,No
HNRNPM,HepG2,chr17:4327836-4327886;-,7.951,0.007,0.068,ENST00000396981,ENCODE,No
HNRNPM,HepG2,chr17:4327836-4327886;-,7.951,0.007,0.068,ENST00000571953,ENCODE,No
HNRNPM,HepG2,chr17:4327836-4327886;-,7.951,0.007,0.068,ENST00000571980,ENCODE,No
HNRNPM,HepG2,chr17:4327836-4327886;-,7.951,0.007,0.068,ENST00000572484,ENCODE,No
HNRNPM,HepG2,chr17:4327836-4327886;-,7.951,0.007,0.068,ENST00000574059,ENCODE,No
HNRNPM,HepG2,chr17:4327836-4327886;-,7.951,0.007,0.068,ENST00000574633,ENCODE,No
FAM120A,K562,chr17:4270495-4270552;-,7.933,0.035,0.022,ENST00000396981,ENCODE,No
TBRG4,HepG2,chr17:4342555-4342584;-,7.808,0.004,-0.062,ENST00000396981,ENCODE,No
TBRG4,HepG2,chr17:4342555-4342584;-,7.808,0.004,-0.062,ENST00000571980,ENCODE,No
TBRG4,HepG2,chr17:4342555-4342584;-,7.808,0.004,-0.062,ENST00000572484,ENCODE,No
TBRG4,HepG2,chr17:4342555-4342584;-,7.808,0.004,-0.062,ENST00000574059,ENCODE,No
TBRG4,HepG2,chr17:4342555-4342584;-,7.808,0.004,-0.062,ENST00000574633,ENCODE,No
UPF1,K562,chr17:4271006-4271054;-,7.773,0.015,0.246,ENST00000396981,ENCODE,No
FAM120A,HepG2,chr17:4365761-4365839;-,7.639,0.078,0.11,ENST00000396981,ENCODE,No
FAM120A,HepG2,chr17:4365761-4365839;-,7.639,0.078,0.11,ENST00000571980,ENCODE,No
FAM120A,HepG2,chr17:4365761-4365839;-,7.639,0.078,0.11,ENST00000572484,ENCODE,No
FAM120A,HepG2,chr17:4365761-4365839;-,7.639,0.078,0.11,ENST00000574633,ENCODE,No
CSTF2T,HepG2,chr17:4365981-4366041;-,7.606,0.268,0.02,ENST00000396981,ENCODE,No
CSTF2T,HepG2,chr17:4365981-4366041;-,7.606,0.268,0.02,ENST00000571980,ENCODE,No
CSTF2T,HepG2,chr17:4365981-4366041;-,7.606,0.268,0.02,ENST00000572484,ENCODE,No
CSTF2T,HepG2,chr17:4365981-4366041;-,7.606,0.268,0.02,ENST00000574633,ENCODE,No
UTP3,K562,chr17:4334142-4334166;-,7.602,0.132,0.077,ENST00000396981,ENCODE,No
UTP3,K562,chr17:4334142-4334166;-,7.602,0.132,0.077,ENST00000571980,ENCODE,No
UTP3,K562,chr17:4334142-4334166;-,7.602,0.132,0.077,ENST00000572484,ENCODE,No
UTP3,K562,chr17:4334142-4334166;-,7.602,0.132,0.077,ENST00000574059,ENCODE,No
UTP3,K562,chr17:4334142-4334166;-,7.602,0.132,0.077,ENST00000574633,ENCODE,No
XRN2,HepG2,chr17:4365643-4365681;-,7.573,0.517,0.548,ENST00000396981,ENCODE,No
XRN2,HepG2,chr17:4365643-4365681;-,7.573,0.517,0.548,ENST00000571980,ENCODE,No
XRN2,HepG2,chr17:4365643-4365681;-,7.573,0.517,0.548,ENST00000572484,ENCODE,No
XRN2,HepG2,chr17:4365643-4365681;-,7.573,0.517,0.548,ENST00000574633,ENCODE,No
PCBP2,HepG2,chr17:4294977-4295021;-,7.537,0.001,-0.504,ENST00000396981,ENCODE,No
PCBP2,HepG2,chr17:4294977-4295021;-,7.537,0.001,-0.504,ENST00000571953,ENCODE,No
PCBP2,HepG2,chr17:4294977-4295021;-,7.537,0.001,-0.504,ENST00000571980,ENCODE,No
PCBP2,HepG2,chr17:4294977-4295021;-,7.537,0.001,-0.504,ENST00000572484,ENCODE,No
PCBP2,HepG2,chr17:4294977-4295021;-,7.537,0.001,-0.504,ENST00000574633,ENCODE,No
FAM120A,K562,chr17:4270492-4270551;-,7.409,0.048,0.048,ENST00000396981,ENCODE,No
XRN2,HepG2,chr17:4365874-4365924;-,7.333,0.105,-0.41,ENST00000396981,ENCODE,No
XRN2,HepG2,chr17:4365874-4365924;-,7.333,0.105,-0.41,ENST00000571980,ENCODE,No
XRN2,HepG2,chr17:4365874-4365924;-,7.333,0.105,-0.41,ENST00000572484,ENCODE,No
XRN2,HepG2,chr17:4365874-4365924;-,7.333,0.105,-0.41,ENST00000574633,ENCODE,No
NKRF,HepG2,chr17:4365583-4365640;-,7.196,0.266,0.53,ENST00000396981,ENCODE,No
NKRF,HepG2,chr17:4365583-4365640;-,7.196,0.266,0.53,ENST00000571980,ENCODE,No
NKRF,HepG2,chr17:4365583-4365640;-,7.196,0.266,0.53,ENST00000572484,ENCODE,No
NKRF,HepG2,chr17:4365583-4365640;-,7.196,0.266,0.53,ENST00000574633,ENCODE,No
UTP3,K562,chr17:4269335-4269364;-,7.12,1,2.703,ENST00000396981,ENCODE,No
SFPQ,HepG2,chr17:4335682-4335777;-,6.899,0.06,0.03,ENST00000396981,ENCODE,No
SFPQ,HepG2,chr17:4335682-4335777;-,6.899,0.06,0.03,ENST00000571980,ENCODE,No
SFPQ,HepG2,chr17:4335682-4335777;-,6.899,0.06,0.03,ENST00000572484,ENCODE,No
SFPQ,HepG2,chr17:4335682-4335777;-,6.899,0.06,0.03,ENST00000574059,ENCODE,No
SFPQ,HepG2,chr17:4335682-4335777;-,6.899,0.06,0.03,ENST00000574633,ENCODE,No
EFTUD2,HepG2,chr17:4366035-4366096;-,6.64,0.003,-0.473,ENST00000396981,ENCODE,No
EFTUD2,HepG2,chr17:4366035-4366096;-,6.64,0.003,-0.473,ENST00000571980,ENCODE,No
EFTUD2,HepG2,chr17:4366035-4366096;-,6.64,0.003,-0.473,ENST00000572484,ENCODE,No
EFTUD2,HepG2,chr17:4366035-4366096;-,6.64,0.003,-0.473,ENST00000574633,ENCODE,No
FAM120A,K562,chr17:4269897-4269946;-,6.603,0.737,1.003,ENST00000396981,ENCODE,No
DDX3X,K562,chr17:4366480-4366537;-,6.428,0.51,0.741,ENST00000572484,ENCODE,No
DDX3X,K562,chr17:4366480-4366537;-,6.428,0.51,0.741,ENST00000574633,ENCODE,No
DDX3X,K562,chr17:4366480-4366537;-,6.428,0.51,0.741,ENST00000571980,ENCODE,No
UTP3,K562,chr17:4341226-4341258;-,6.426,0.022,-0.023,ENST00000396981,ENCODE,No
UTP3,K562,chr17:4341226-4341258;-,6.426,0.022,-0.023,ENST00000571980,ENCODE,No
UTP3,K562,chr17:4341226-4341258;-,6.426,0.022,-0.023,ENST00000572484,ENCODE,No
UTP3,K562,chr17:4341226-4341258;-,6.426,0.022,-0.023,ENST00000574059,ENCODE,No
UTP3,K562,chr17:4341226-4341258;-,6.426,0.022,-0.023,ENST00000574633,ENCODE,No
FUBP3,HepG2,chr17:4269304-4269380;-,6.423,0.974,2.395,ENST00000396981,ENCODE,No
LIN28B,K562,chr17:4271866-4271911;-,6.401,0.623,1.299,ENST00000396981,ENCODE,No
IGF2BP1,K562,chr17:4272177-4272262;-,6.242,0.994,4.186,ENST00000396981,ENCODE,No
IGF2BP1,K562,chr17:4272177-4272262;-,6.242,0.994,4.186,ENST00000572484,ENCODE,No
XRN2,HepG2,chr17:4365579-4365618;-,6.194,0.065,0.251,ENST00000396981,ENCODE,No
XRN2,HepG2,chr17:4365579-4365618;-,6.194,0.065,0.251,ENST00000571980,ENCODE,No
XRN2,HepG2,chr17:4365579-4365618;-,6.194,0.065,0.251,ENST00000572484,ENCODE,No
XRN2,HepG2,chr17:4365579-4365618;-,6.194,0.065,0.251,ENST00000574633,ENCODE,No
DROSHA,K562,chr17:4366523-4366569;-,6.144,0.622,1.099,ENST00000572484,ENCODE,No
DROSHA,K562,chr17:4366523-4366569;-,6.144,0.622,1.099,ENST00000574633,ENCODE,No
DROSHA,K562,chr17:4366523-4366569;-,6.144,0.622,1.099,ENST00000571980,ENCODE,No
LIN28B,K562,chr17:4271865-4271913;-,6.098,0.643,1.298,ENST00000396981,ENCODE,No
UPF1,K562,chr17:4269916-4269961;-,6.082,0.725,0.953,ENST00000396981,ENCODE,No
FAM120A,K562,chr17:4269700-4269759;-,6.08,0.327,0.658,ENST00000396981,ENCODE,No
PTBP1,K562,chr17:4335021-4335085;-,6.056,0.096,0.428,ENST00000396981,ENCODE,No
PTBP1,K562,chr17:4335021-4335085;-,6.056,0.096,0.428,ENST00000571980,ENCODE,No
PTBP1,K562,chr17:4335021-4335085;-,6.056,0.096,0.428,ENST00000572484,ENCODE,No
PTBP1,K562,chr17:4335021-4335085;-,6.056,0.096,0.428,ENST00000574059,ENCODE,No
PTBP1,K562,chr17:4335021-4335085;-,6.056,0.096,0.428,ENST00000574633,ENCODE,No
XPO5,HepG2,chr17:4352247-4352313;-,6.011,0.008,-0.076,ENST00000396981,ENCODE,No
XPO5,HepG2,chr17:4352247-4352313;-,6.011,0.008,-0.076,ENST00000571980,ENCODE,No
XPO5,HepG2,chr17:4352247-4352313;-,6.011,0.008,-0.076,ENST00000572484,ENCODE,No
XPO5,HepG2,chr17:4352247-4352313;-,6.011,0.008,-0.076,ENST00000574633,ENCODE,No
UPF1,K562,chr17:4269911-4269946;-,5.978,0.7,0.969,ENST00000396981,ENCODE,No
UTP3,K562,chr17:4341216-4341226;-,5.968,0.001,-0.637,ENST00000396981,ENCODE,No
UTP3,K562,chr17:4341216-4341226;-,5.968,0.001,-0.637,ENST00000571980,ENCODE,No
UTP3,K562,chr17:4341216-4341226;-,5.968,0.001,-0.637,ENST00000572484,ENCODE,No
UTP3,K562,chr17:4341216-4341226;-,5.968,0.001,-0.637,ENST00000574059,ENCODE,No
UTP3,K562,chr17:4341216-4341226;-,5.968,0.001,-0.637,ENST00000574633,ENCODE,No
FAM120A,HepG2,chr17:4365570-4365636;-,5.929,0.176,0.299,ENST00000396981,ENCODE,No
FAM120A,HepG2,chr17:4365570-4365636;-,5.929,0.176,0.299,ENST00000571980,ENCODE,No
FAM120A,HepG2,chr17:4365570-4365636;-,5.929,0.176,0.299,ENST00000572484,ENCODE,No
FAM120A,HepG2,chr17:4365570-4365636;-,5.929,0.176,0.299,ENST00000574633,ENCODE,No
GEMIN5,K562,chr17:4365812-4365841;-,5.925,0.032,0.171,ENST00000396981,ENCODE,No
GEMIN5,K562,chr17:4365812-4365841;-,5.925,0.032,0.171,ENST00000571980,ENCODE,No
GEMIN5,K562,chr17:4365812-4365841;-,5.925,0.032,0.171,ENST00000572484,ENCODE,No
GEMIN5,K562,chr17:4365812-4365841;-,5.925,0.032,0.171,ENST00000574633,ENCODE,No
SF3B1,K562,chr17:4363980-4363988;-,5.92,0.001,-0.437,ENST00000396981,ENCODE,No
SF3B1,K562,chr17:4363980-4363988;-,5.92,0.001,-0.437,ENST00000571980,ENCODE,No
SF3B1,K562,chr17:4363980-4363988;-,5.92,0.001,-0.437,ENST00000572484,ENCODE,No
SF3B1,K562,chr17:4363980-4363988;-,5.92,0.001,-0.437,ENST00000574633,ENCODE,No
SF3B1,K562,chr17:4363988-4364016;-,5.92,0.009,-0.177,ENST00000396981,ENCODE,No
SF3B1,K562,chr17:4363988-4364016;-,5.92,0.009,-0.177,ENST00000571980,ENCODE,No
SF3B1,K562,chr17:4363988-4364016;-,5.92,0.009,-0.177,ENST00000572484,ENCODE,No
SF3B1,K562,chr17:4363988-4364016;-,5.92,0.009,-0.177,ENST00000574633,ENCODE,No
CSTF2T,HepG2,chr17:4365574-4365630;-,5.894,0.102,0.264,ENST00000396981,ENCODE,No
CSTF2T,HepG2,chr17:4365574-4365630;-,5.894,0.102,0.264,ENST00000571980,ENCODE,No
CSTF2T,HepG2,chr17:4365574-4365630;-,5.894,0.102,0.264,ENST00000572484,ENCODE,No
CSTF2T,HepG2,chr17:4365574-4365630;-,5.894,0.102,0.264,ENST00000574633,ENCODE,No
SLTM,HepG2,chr17:4346865-4346992;-,5.856,0.205,0.036,ENST00000396981,ENCODE,No
SLTM,HepG2,chr17:4346865-4346992;-,5.856,0.205,0.036,ENST00000571980,ENCODE,No
SLTM,HepG2,chr17:4346865-4346992;-,5.856,0.205,0.036,ENST00000572484,ENCODE,No
SLTM,HepG2,chr17:4346865-4346992;-,5.856,0.205,0.036,ENST00000574633,ENCODE,No
CSTF2T,HepG2,chr17:4365589-4365685;-,5.845,0.383,0.568,ENST00000396981,ENCODE,No
CSTF2T,HepG2,chr17:4365589-4365685;-,5.845,0.383,0.568,ENST00000571980,ENCODE,No
CSTF2T,HepG2,chr17:4365589-4365685;-,5.845,0.383,0.568,ENST00000572484,ENCODE,No
CSTF2T,HepG2,chr17:4365589-4365685;-,5.845,0.383,0.568,ENST00000574633,ENCODE,No
NONO,K562,chr17:4365356-4365405;-,5.793,0.852,1.62,ENST00000396981,ENCODE,No
NONO,K562,chr17:4365356-4365405;-,5.793,0.852,1.62,ENST00000571980,ENCODE,No
NONO,K562,chr17:4365356-4365405;-,5.793,0.852,1.62,ENST00000572484,ENCODE,No
NONO,K562,chr17:4365356-4365405;-,5.793,0.852,1.62,ENST00000574633,ENCODE,No
FAM120A,K562,chr17:4270664-4270720;-,5.764,0.228,0.637,ENST00000396981,ENCODE,No
RPS3,HepG2,chr17:4366427-4366551;-,5.758,0.27,0.495,ENST00000572484,ENCODE,No
RPS3,HepG2,chr17:4366427-4366551;-,5.758,0.27,0.495,ENST00000574633,ENCODE,No
RPS3,HepG2,chr17:4366427-4366551;-,5.758,0.27,0.495,ENST00000571980,ENCODE,No
TARDBP,K562,chr17:4330943-4331005;-,5.749,0.016,0.043,ENST00000396981,ENCODE,No
TARDBP,K562,chr17:4330943-4331005;-,5.749,0.016,0.043,ENST00000571953,ENCODE,No
TARDBP,K562,chr17:4330943-4331005;-,5.749,0.016,0.043,ENST00000571980,ENCODE,No
TARDBP,K562,chr17:4330943-4331005;-,5.749,0.016,0.043,ENST00000572484,ENCODE,No
TARDBP,K562,chr17:4330943-4331005;-,5.749,0.016,0.043,ENST00000574059,ENCODE,No
TARDBP,K562,chr17:4330943-4331005;-,5.749,0.016,0.043,ENST00000574633,ENCODE,No
XRN2,HepG2,chr17:4366104-4366133;-,5.686,0.279,0.617,ENST00000396981,ENCODE,No
XRN2,HepG2,chr17:4366104-4366133;-,5.686,0.279,0.617,ENST00000571980,ENCODE,No
XRN2,HepG2,chr17:4366104-4366133;-,5.686,0.279,0.617,ENST00000572484,ENCODE,No
XRN2,HepG2,chr17:4366104-4366133;-,5.686,0.279,0.617,ENST00000574633,ENCODE,No
ILF3,HepG2,chr17:4364022-4364102;-,5.669,0.021,-0.121,ENST00000396981,ENCODE,No
ILF3,HepG2,chr17:4364022-4364102;-,5.669,0.021,-0.121,ENST00000571980,ENCODE,No
ILF3,HepG2,chr17:4364022-4364102;-,5.669,0.021,-0.121,ENST00000572484,ENCODE,No
ILF3,HepG2,chr17:4364022-4364102;-,5.669,0.021,-0.121,ENST00000574633,ENCODE,No
