RBP,Cell & tissue typepredicted,RBS location,Score,PhastCons score,PhyloP score,Transcript ID,Genomic Context,Overexpression Info
RALY,predicted,chr17:54672400-54672450;+,0.992,2.641,NaN,ENST00000332822,UTR3,undefined
SFPQ,predicted,chr17:54672400-54672450;+,0.992,2.641,NaN,ENST00000332822,UTR3,undefined
TIA1,predicted,chr17:54672400-54672450;+,0.992,2.641,NaN,ENST00000332822,UTR3,undefined
U2AF2,predicted,chr17:54672400-54672450;+,0.992,2.641,NaN,ENST00000332822,UTR3,undefined
ZC3H14,predicted,chr17:54672400-54672450;+,0.992,2.641,NaN,ENST00000332822,UTR3,undefined
FUS,predicted,chr17:54672050-54672100;+,0.976,4.681,NaN,ENST00000332822,CDS,undefined
MBNL1,predicted,chr17:54672050-54672100;+,0.976,4.681,NaN,ENST00000332822,CDS,undefined
RBM4,predicted,chr17:54672050-54672100;+,0.976,4.681,NaN,ENST00000332822,CDS,undefined
RBM8A,predicted,chr17:54671900-54671950;+,0.975,3.382,NaN,ENST00000332822,CDS,undefined
RBM4,predicted,chr17:54672200-54672250;+,0.966,4.2,NaN,ENST00000332822,CDS,undefined
RBM4,predicted,chr17:54672200-54672250;+,0.966,4.2,NaN,ENST00000332822,CDS,undefined
RBM8A,predicted,chr17:54672200-54672250;+,0.966,4.2,NaN,ENST00000332822,CDS,undefined
ZC3H10,predicted,chr17:54672200-54672250;+,0.966,4.2,NaN,ENST00000332822,CDS,undefined
ZC3H10,predicted,chr17:54671950-54672000;+,0.961,3.394,NaN,ENST00000332822,CDS,undefined
ANKHD1,predicted,chr17:54671750-54671800;+,0.953,3.88,NaN,ENST00000332822,CDS,undefined
FUS,predicted,chr17:54671750-54671800;+,0.953,3.88,NaN,ENST00000332822,CDS,undefined
G3BP2,predicted,chr17:54671750-54671800;+,0.953,3.88,NaN,ENST00000332822,CDS,undefined
MBNL1,predicted,chr17:54671750-54671800;+,0.953,3.88,NaN,ENST00000332822,CDS,undefined
RBM3,predicted,chr17:54671750-54671800;+,0.953,3.88,NaN,ENST00000332822,CDS,undefined
RBM8A,predicted,chr17:54671750-54671800;+,0.953,3.88,NaN,ENST00000332822,CDS,undefined
ZC3H10,predicted,chr17:54671750-54671800;+,0.953,3.88,NaN,ENST00000332822,CDS,undefined
FUS,predicted,chr17:54672100-54672150;+,0.952,4.747,NaN,ENST00000332822,CDS,undefined
RBM6,predicted,chr17:54672150-54672200;+,0.947,4.19,NaN,ENST00000332822,CDS,undefined
RBM8A,predicted,chr17:54671400-54671450;+,0.81,1.53,NaN,ENST00000332822,UTR5,undefined
ZC3H10,predicted,chr17:54671400-54671450;+,0.81,1.53,NaN,ENST00000332822,UTR5,undefined
SAMD4A,predicted,chr17:54671850-54671900;+,0.785,2.025,NaN,ENST00000332822,CDS,undefined
SRSF1,predicted,chr17:54671850-54671900;+,0.785,2.025,NaN,ENST00000332822,CDS,undefined
RBM8A,predicted,chr17:54671250-54671300;+,0.782,1.185,NaN,ENST00000332822,UTR5,undefined
SRSF9,predicted,chr17:54671250-54671300;+,0.782,1.185,NaN,ENST00000332822,UTR5,undefined
ZC3H10,predicted,chr17:54671250-54671300;+,0.782,1.185,NaN,ENST00000332822,UTR5,undefined
SRSF1,predicted,chr17:54671200-54671250;+,0.7,1.377,NaN,ENST00000332822,UTR5,undefined
SRSF1,predicted,chr17:54671200-54671250;+,0.7,1.377,NaN,ENST00000332822,UTR5,undefined
SRSF1,predicted,chr17:54671200-54671250;+,0.7,1.377,NaN,ENST00000332822,UTR5,undefined
SRSF1,predicted,chr17:54671200-54671250;+,0.7,1.377,NaN,ENST00000332822,UTR5,undefined
SRSF9,predicted,chr17:54671200-54671250;+,0.7,1.377,NaN,ENST00000332822,UTR5,undefined
ZC3H10,predicted,chr17:54671200-54671250;+,0.7,1.377,NaN,ENST00000332822,UTR5,undefined
MBNL1,predicted,chr17:54671150-54671200;+,0.428,0.978,NaN,ENST00000332822,UTR5,undefined
SNRPA,predicted,chr17:54671150-54671200;+,0.428,0.978,NaN,ENST00000332822,UTR5,undefined
ZC3H10,predicted,chr17:54671150-54671200;+,0.428,0.978,NaN,ENST00000332822,UTR5,undefined
