RBP,Cell & tissue typeHepG2K562adrenal gland,RBS location,Score,PhastCons score,PhyloP score,Transcript ID,Data accession,Overexpression Info
TIAL1,HepG2,chr6:89329479-89329566;-,4.398,0.526,1.026,ENST00000435041,ENCODE,No
WDR3,K562,chr6:89341167-89341210;-,4.34,0.003,0.128,ENST00000435041,ENCODE,No
CSTF2T,K562,chr6:89339200-89339262;-,4.289,0.016,0.023,ENST00000435041,ENCODE,No
LIN28B,K562,chr6:89327997-89328079;-,4.251,0.621,1.021,ENST00000435041,ENCODE,No
UCHL5,K562,chr6:89329770-89329854;-,4.181,0.774,2.04,ENST00000435041,ENCODE,No
FAM120A,K562,chr6:89328298-89328342;-,4.164,0.393,0.547,ENST00000435041,ENCODE,No
FUBP3,HepG2,chr6:89329478-89329561;-,4.158,0.493,0.896,ENST00000435041,ENCODE,No
TIA1,HepG2,chr6:89329480-89329580;-,4.028,0.595,1.111,ENST00000435041,ENCODE,No
SF3B1,K562,chr6:89344298-89344308;-,3.739,0.002,0.215,ENST00000435041,ENCODE,No
SF3B1,K562,chr6:89344308-89344339;-,3.739,0.004,0.189,ENST00000435041,ENCODE,No
SF3B1,K562,chr6:89349563-89349573;-,3.739,0,-0.113,ENST00000435041,ENCODE,No
SF3B1,K562,chr6:89349573-89349603;-,3.739,0.016,0.265,ENST00000435041,ENCODE,No
UTP3,K562,chr6:89342357-89342363;-,3.732,0.996,5.355,ENST00000435041,ENCODE,No
UTP3,K562,chr6:89342363-89342385;-,3.732,0.931,5.319,ENST00000435041,ENCODE,No
AARS,K562,chr6:89352627-89352672;-,3.617,0.028,-0.127,ENST00000435041,ENCODE,No
RBM22,K562,chr6:89335213-89335266;-,3.536,0.276,0.542,ENST00000435041,ENCODE,No
FAM120A,K562,chr6:89328955-89328975;-,3.511,0.006,0.344,ENST00000435041,ENCODE,No
DDX3X,HepG2,chr6:89352715-89352779;-,3.488,0.115,0.126,ENST00000435041,ENCODE,No
PUM2,K562,chr6:89331618-89331653;-,3.449,0.003,-0.26,ENST00000435041,ENCODE,No
BCLAF1,HepG2,chr6:89342355-89342443;-,3.4,0.97,5.677,ENST00000435041,ENCODE,No
IGF2BP1,HepG2,chr6:89329837-89329906;-,3.379,0.829,2.834,ENST00000435041,ENCODE,No
IGF2BP1,K562,chr6:89329444-89329525;-,3.32,0.414,0.803,ENST00000435041,ENCODE,No
RBFOX2,HepG2,chr6:89340337-89340419;-,3.176,0.044,0.042,ENST00000435041,ENCODE,No
FAM120A,HepG2,chr6:89328301-89328344;-,3.148,0.356,0.506,ENST00000435041,ENCODE,No
IGF2BP1,K562,chr6:89328521-89328598;-,3.08,0.064,0.302,ENST00000435041,ENCODE,No
YBX3,K562,chr6:89338522-89338543;-,3.08,0.999,5.425,ENST00000435041,ENCODE,No
