RBP,Cell & tissue typeHepG2K562,RBS location,Score,PhastCons score,PhyloP score,Transcript ID,Data accession,Overexpression Info
LARP4,HepG2,chr11:57552139-57552235;-,5.612,0.005,-0.139,ENST00000340573,ENCODE,No
LARP4,HepG2,chr11:57552139-57552235;-,5.612,0.005,-0.139,ENST00000287156,ENCODE,No
IGF2BP1,K562,chr11:57551812-57551863;-,5.562,0.051,0.022,ENST00000340573,ENCODE,No
IGF2BP1,K562,chr11:57551812-57551863;-,5.562,0.051,0.022,ENST00000287156,ENCODE,No
DDX3X,K562,chr11:57560348-57560391;-,5.55,0.458,1.342,ENST00000287156,ENCODE,No
DDX3X,K562,chr11:57560348-57560391;-,5.55,0.458,1.342,ENST00000526659,ENCODE,No
QKI,K562,chr11:57565221-57565340;-,4.976,0.022,-0.203,ENST00000287156,ENCODE,No
QKI,K562,chr11:57565221-57565340;-,4.976,0.022,-0.203,ENST00000340573,ENCODE,No
QKI,K562,chr11:57565221-57565340;-,4.976,0.022,-0.203,ENST00000526659,ENCODE,No
QKI,K562,chr11:57565221-57565340;-,4.976,0.022,-0.203,ENST00000527022,ENCODE,No
YBX3,K562,chr11:57551882-57551911;-,4.815,0,-0.729,ENST00000340573,ENCODE,No
YBX3,K562,chr11:57551882-57551911;-,4.815,0,-0.729,ENST00000287156,ENCODE,No
RPS3,HepG2,chr11:57552303-57552352;-,4.771,0.014,-0.408,ENST00000340573,ENCODE,No
RPS3,HepG2,chr11:57552303-57552352;-,4.771,0.014,-0.408,ENST00000287156,ENCODE,No
PABPC4,K562,chr11:57551711-57551781;-,4.727,0.063,0.022,ENST00000340573,ENCODE,No
PABPC4,K562,chr11:57551711-57551781;-,4.727,0.063,0.022,ENST00000287156,ENCODE,No
UPF1,K562,chr11:57552019-57552047;-,4.417,0.002,-0.045,ENST00000340573,ENCODE,No
UPF1,K562,chr11:57552019-57552047;-,4.417,0.002,-0.045,ENST00000287156,ENCODE,No
FXR2,K562,chr11:57552152-57552223;-,4.266,0.005,-0.177,ENST00000340573,ENCODE,No
FXR2,K562,chr11:57552152-57552223;-,4.266,0.005,-0.177,ENST00000287156,ENCODE,No
DDX6,K562,chr11:57552299-57552350;-,3.546,0.013,-0.422,ENST00000340573,ENCODE,No
DDX6,K562,chr11:57552299-57552350;-,3.546,0.013,-0.422,ENST00000287156,ENCODE,No
PABPC4,K562,chr11:57551688-57551742;-,3.539,0.079,-0.119,ENST00000340573,ENCODE,No
PABPC4,K562,chr11:57551688-57551742;-,3.539,0.079,-0.119,ENST00000287156,ENCODE,No
SUB1,HepG2,chr11:57552129-57552213;-,3.402,0.003,-0.147,ENST00000340573,ENCODE,No
SUB1,HepG2,chr11:57552129-57552213;-,3.402,0.003,-0.147,ENST00000287156,ENCODE,No
PTBP1,K562,chr11:57565237-57565285;-,3.33,0.015,-0.334,ENST00000287156,ENCODE,No
PTBP1,K562,chr11:57565237-57565285;-,3.33,0.015,-0.334,ENST00000340573,ENCODE,No
PTBP1,K562,chr11:57565237-57565285;-,3.33,0.015,-0.334,ENST00000526659,ENCODE,No
PTBP1,K562,chr11:57565237-57565285;-,3.33,0.015,-0.334,ENST00000527022,ENCODE,No
UPF1,K562,chr11:57551832-57551859;-,3.282,0.008,0.049,ENST00000340573,ENCODE,No
UPF1,K562,chr11:57551832-57551859;-,3.282,0.008,0.049,ENST00000287156,ENCODE,No
UPF1,HepG2,chr11:57552015-57552099;-,3.279,0.002,-0.151,ENST00000340573,ENCODE,No
UPF1,HepG2,chr11:57552015-57552099;-,3.279,0.002,-0.151,ENST00000287156,ENCODE,No
METAP2,K562,chr11:57554459-57554592;-,3.229,0.598,2.96,ENST00000287156,ENCODE,No
METAP2,K562,chr11:57554459-57554592;-,3.229,0.598,2.96,ENST00000526659,ENCODE,No
UPF1,HepG2,chr11:57551732-57551782;-,3.031,0.002,-0.092,ENST00000340573,ENCODE,No
UPF1,HepG2,chr11:57551732-57551782;-,3.031,0.002,-0.092,ENST00000287156,ENCODE,No
